"","names","cat","area"
"1","plastic14","plastic1",0.0002559
"2","plastic14","plastic1",0.0030081
"3","plastic14","plastic1",0.0002953
"4","plastic14","plastic1",0.0029681
"5","plastic14","plastic1",0.0002175
"6","plastic14","plastic1",0.00417504
"7","plastic14","plastic1",0.0021262725
"8","plastic14","plastic1",0.0003646
"9","plastic14","plastic1",0.000822
"10","plastic14","plastic1",6.553e-05
"11","plastic14","plastic1",0.0003309
"12","plastic14","plastic1",0.00238536
"13","plastic14","plastic1",0.0061004
"14","plastic14","plastic1",0.0018149
"15","plastic14","plastic1",0.003887497
"16","plastic14","plastic1",0.0690001
"17","plastic14","plastic1",7.397e-05
"18","plastic14","plastic1",0.0001919511
"19","plastic14","plastic1",0.001011
"20","plastic14","plastic1",0.0010618
"21","plastic14","plastic1",0.2236755476
"22","plastic14","plastic1",0.3452640541
"23","plastic14","plastic1",0.1818493
"24","plastic14","plastic1",0.0006449
"25","plastic14","plastic1",0.0570883
"26","plastic14","plastic1",3.263e-05
"27","plastic14","plastic1",0.0002582
"28","plastic14","plastic1",0.0016677
"29","plastic14","plastic1",0.00023424
"30","plastic14","plastic1",0.00035237
"31","plastic14","plastic1",0.0010907
"32","plastic14","plastic1",0.002
"33","plastic14","plastic1",0.00077056
"34","plastic14","plastic1",0.00142693
"35","plastic14","plastic1",0.0037631
"36","plastic14","plastic1",0.0011787
"37","plastic14","plastic1",0.0006591
"38","plastic14","plastic1",0.00014049
"39","plastic14","plastic1",0.004
"40","plastic14","plastic1",0.00073305
"41","plastic14","plastic1",0.0001763
"42","plastic14","plastic1",0.00208002
"43","plastic14","plastic1",0.001
"44","plastic14","plastic1",0.0001718
"45","plastic14","plastic1",0.00079243
"46","plastic14","plastic1",0.00085895
"47","plastic14","plastic1",0.00090781
