"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"132","Particles",5.625e-07,0.857,0.001,3637,1528,33.69,0.00075,2,0.5,0.8
"142","Particles",1.266e-06,0.923,0.002,3953,1534,116.565,0.001,1.343,0.745,0.857
"152","Particles",1.969e-06,0.75,0.002,3939,1568,38.66,0.002,1.582,0.632,0.737
"162","Particles",4.219e-07,1,0.001,3914,1604,135,0.00075,1.464,0.683,0.857
"172","Particles",2.531e-06,0.832,0.003,3805,1612,15.945,0.001,2.09,0.478,0.923
"181","Particles",4.219e-07,1,0.001,3882,1622,45,0.00075,1.464,0.683,0.857
"116","Particles",0.0009239,0.735,0.043,2927,1791,105.604,0.028,1.57,0.637,0.968
"117","Particles",6.131e-05,0.885,0.011,1793,2789,67.068,0.008,1.37,0.73,0.943
"118","Particles",0.0001187,0.91,0.014,2832,2410,129.611,0.011,1.245,0.803,0.961
"119","Fragments",4.416e-05,0.563,0.009,2529,3191,161.565,0.008,1.21,0.826,0.823
"27","Particles",0.001,0.83,0.048,2818,1195,170.018,0.037,1.251,0.799,0.975
"34","Particles",0.0005221,0.814,0.028,308,3185,70.084,0.025,1.082,0.924,0.961
"120","Particles",0.0005472,0.832,0.031,1845,3076,72.44,0.023,1.318,0.759,0.97
"123","Particles",0.0007741,0.883,0.035,3363,2230,167.735,0.028,1.23,0.813,0.98
"124","Particles",0.001,0.866,0.042,3398,1117,100.214,0.036,1.155,0.866,0.98
"28","Particles",0.001,0.69,0.056,2049,2724,164.476,0.026,2.219,0.451,0.971
"125","Particles",0.004,0.709,0.092,3652,2113,147.921,0.065,1.324,0.756,0.947
"29","Particles",0.0001283,0.891,0.015,1118,2263,171.254,0.011,1.312,0.762,0.959
"126","Particles",0.0003603,0.872,0.026,2670,2973,85.03,0.018,1.451,0.689,0.974
"127","Particles",0.0008018,0.899,0.034,2281,2328,67.62,0.031,1.098,0.911,0.981
"128","Particles",0.0005553,0.91,0.028,2804,935,17.447,0.026,1.019,0.982,0.978
"129","Particles",0.006,0.689,0.104,2371,1913,141.276,0.076,1.277,0.783,0.957
"130","Fragments",0.0008878,0.393,0.048,3050,2076,64.822,0.026,1.867,0.536,0.899
"210","Particles",1.406e-06,1,0.002,3083,1960,36.87,0.001,1.559,0.641,0.909
"35","Particles",4.219e-07,0.809,0.001,3040,2054,108.435,0.000375,3,0.333,1
"43","Particles",8.438e-07,1,0.001,3063,2079,33.69,0.001,1.291,0.775,0.8
"52","Particles",1.125e-06,1,0.002,3052,2077,135,0.001,1.229,0.814,0.941
"62","Particles",4.219e-07,0.967,0.001,3056,2079,161.565,0.000375,3,0.333,1
"72","Particles",0.002,0.653,0.053,3045,2764,81.87,0.044,1.142,0.875,0.967
"82","Particles",7.031e-07,0.873,0.002,3055,2628,45,0.0008385,2.188,0.457,0.714
"133","Particles",0.000177,0.914,0.017,2272,2560,142.352,0.014,1.16,0.862,0.966
"134","Particles",5.456e-05,0.921,0.01,1211,3050,154.44,0.007,1.31,0.763,0.951
"135","Fragments",0.006,0.596,0.106,2462,2688,159.775,0.073,1.508,0.663,0.964
"211","Fragments",8.438e-07,0.589,0.002,2631,2669,135,0.0007955,3.292,0.304,0.667
"36","Fragments",1.547e-06,0.42,0.003,2708,2818,54.462,0.001,3.872,0.258,0.647
"44","Particles",4.219e-07,1,0.001,2665,2686,135,0.00075,1.464,0.683,0.857
"53","Particles",4.219e-07,0.809,0.001,2718,2752,108.435,0.000375,3,0.333,1
"63","Particles",4.219e-07,1,0.001,2715,2808,45,0.00075,1.464,0.683,0.857
"136","Particles",0.001,0.842,0.052,3430,934,166.974,0.034,1.504,0.665,0.982
"212","Particles",0.000478,0.863,0.029,2648,1030,22.62,0.021,1.39,0.72,0.973
"37","Particles",0.0002174,0.932,0.017,3876,2300,149.036,0.016,1.05,0.953,0.974
"45","Particles",0.0001817,0.91,0.017,1952,2637,150.101,0.014,1.229,0.814,0.967
"137","Particles",0.011,0.695,0.134,2655,2187,96.269,0.113,1.13,0.885,0.956
"138","Particles",0.001,0.914,0.044,2092,2200,105.811,0.041,1.08,0.926,0.986
"139","Particles",0.0005415,0.902,0.028,2132,2880,114.829,0.026,1.07,0.935,0.976
"140","Particles",0.0006656,0.806,0.034,3075,1993,10.192,0.026,1.279,0.782,0.955
"143","Particles",9.534e-05,0.934,0.012,2900,2322,159.864,0.011,1.094,0.914,0.962
"213","Particles",0.003,0.885,0.068,3143,2985,174.289,0.057,1.172,0.853,0.988
"144","Particles",0.0003108,0.909,0.022,2616,2819,23.07,0.019,1.183,0.845,0.973
"145","Particles",0.001,0.798,0.041,2353,3540,120.332,0.037,1.111,0.9,0.975
"214","Particles",0.0005839,0.871,0.032,2602,3590,100.244,0.024,1.32,0.758,0.976
"146","Particles",9.436e-05,0.913,0.013,1756,1975,107.354,0.01,1.254,0.798,0.957
"147","Particles",0.001,0.847,0.045,2799,2704,120.635,0.03,1.498,0.668,0.982
"148","Particles",0.0001828,0.894,0.017,4086,634,130.462,0.014,1.157,0.864,0.959
"215","Particles",0.001,0.65,0.057,1421,2900,3.789,0.025,2.347,0.426,0.949
"149","Particles",0.0003014,0.773,0.027,2889,2799,128.904,0.014,2.075,0.482,0.961
"150","Particles",0.000377,0.898,0.025,3732,1742,144.162,0.019,1.284,0.779,0.974
"153","Particles",0.0003019,0.904,0.021,2094,1809,59.216,0.019,1.052,0.951,0.97
"216","Particles",0.0002663,0.914,0.019,2857,2230,58.465,0.018,1.071,0.934,0.97
"154","Particles",4.781e-05,0.935,0.008,4228,737,147.724,0.008,1.045,0.957,0.943
"217","Particles",0.000466,0.818,0.031,1948,2208,160.484,0.021,1.53,0.654,0.974
"38","Particles",2.672e-06,0.775,0.003,1912,2210,146.31,0.002,1.539,0.65,0.776
"155","Particles",0.0001025,0.796,0.015,1102,2654,60.945,0.008,1.865,0.536,0.946
"156","Particles",0.0005214,0.861,0.031,1727,2266,114.102,0.022,1.457,0.686,0.977
"157","Particles",0.0001343,0.943,0.014,3585,2498,34.114,0.013,1.08,0.926,0.969
"158","Particles",0.0001157,0.935,0.013,2862,2767,144.462,0.012,1.066,0.938,0.966
"159","Particles",7.819e-05,0.913,0.011,3548,2253,18.435,0.01,1.051,0.951,0.95
"160","Particles",0.0002192,0.849,0.021,2536,1359,98.13,0.013,1.639,0.61,0.97
"218","Particles",0.0003109,0.898,0.023,1648,3365,68.552,0.018,1.246,0.803,0.974
"163","Particles",0.0003682,0.88,0.026,3458,832,101.802,0.018,1.383,0.723,0.975
"164","Particles",0.001,0.686,0.053,2693,1610,109.463,0.035,1.559,0.641,0.963
"219","Particles",5.625e-07,0.698,0.002,2679,1621,45,0.0007955,2.654,0.377,0.667
"39","Particles",0.000762,0.892,0.035,2990,1992,141.532,0.029,1.205,0.83,0.981
"165","Particles",0.0005738,0.881,0.032,3616,2011,34.824,0.024,1.319,0.758,0.979
"166","Particles",0.0001086,0.927,0.013,2901,2315,114.305,0.011,1.136,0.88,0.962
"167","Particles",0.003,0.819,0.067,3216,1976,121.128,0.055,1.236,0.809,0.984
"168","Particles",0.0004054,0.896,0.026,2750,2929,5.877,0.021,1.226,0.815,0.973
"169","Particles",0.0002399,0.92,0.019,2822,2379,102.407,0.016,1.164,0.859,0.975
"170","Fragments",0.005,0.591,0.13,3344,2005,142.997,0.046,3.033,0.33,0.955
"220","Particles",0.003,0.777,0.075,3359,1992,119.497,0.045,1.553,0.644,0.973
"310","Particles",0.002,0.71,0.069,3499,2075,127.739,0.041,1.661,0.602,0.954
"173","Particles",0.0008239,0.883,0.037,2501,2063,148.736,0.029,1.25,0.8,0.979
"174","Particles",0.0001207,0.778,0.017,2474,564,101.56,0.009,1.919,0.521,0.959
"221","Particles",0.0007034,0.788,0.037,3171,1353,141.52,0.026,1.395,0.717,0.97
"175","Fragments",0.003,0.487,0.091,3021,2617,48.859,0.049,1.897,0.527,0.953
"222","Particles",2.25e-06,0.857,0.002,3094,2603,38.66,0.002,1.643,0.609,0.821
"311","Particles",5.625e-07,0.857,0.001,3067,2608,123.69,0.00075,2.031,0.492,0.8
"176","Particles",0.0002717,0.891,0.021,3144,2296,105.255,0.017,1.268,0.789,0.968
"177","Particles",0.000631,0.871,0.034,3086,1009,97.046,0.024,1.409,0.71,0.979
"178","Fibers",0.0001662,0.226,0.025,2682,1528,14.036,0.012,2.271,0.44,0.75
"223","Fragments",0.009,0.497,0.173,3340,1567,66.883,0.066,2.73,0.366,0.938
"312","Particles",0.003,0.711,0.08,3372,1276,29.081,0.059,1.243,0.804,0.958
"46","Particles",4.219e-07,1,0.001,3323,1542,135,0.00075,1.464,0.683,0.857
"179","Particles",0.002,0.746,0.066,3763,1477,104.91,0.034,1.987,0.503,0.981
"180","Particles",0.0005403,0.784,0.032,2034,3372,100.008,0.023,1.443,0.693,0.942
"224","Particles",0.0001883,0.729,0.02,1991,3455,81.573,0.011,1.779,0.562,0.945
"182","Particles",0.0007134,0.862,0.037,2143,1955,68.091,0.025,1.503,0.665,0.98
"225","Particles",0.001,0.896,0.042,2362,2836,169.192,0.035,1.2,0.833,0.984
"183","Fibers",0.0008577,0.285,0.046,3398,1527,78.326,0.028,1.818,0.55,0.868
"226","Fragments",8.438e-07,0.532,0.002,3432,1509,45,0.001,2.489,0.402,0.6
"313","Particles",4.219e-07,0.809,0.001,3394,1439,108.435,0.000375,3,0.333,1
"47","Particles",2.953e-06,0.856,0.003,3443,1446,146.31,0.002,1.362,0.734,0.824
"54","Particles",2.109e-06,0.898,0.002,3392,1449,135,0.002,1.033,0.968,0.857
"64","Particles",1.125e-06,0.645,0.002,3449,1455,111.801,0.001,2.423,0.413,0.696
"73","Particles",9.844e-07,0.8,0.002,3371,1499,45,0.001,1.267,0.79,0.778
"83","Particles",0.0003406,0.923,0.022,2155,2865,157.834,0.021,1.047,0.955,0.976
"184","Particles",0.0004977,0.918,0.027,2556,3579,76.159,0.024,1.1,0.909,0.98
"185","Fragments",0.003,0.594,0.066,2577,3604,110.48,0.051,1.276,0.783,0.969
"227","Particles",0.0002412,0.915,0.019,3573,126,32.735,0.017,1.08,0.926,0.971
"186","Particles",0.001,0.872,0.043,1696,3583,51.34,0.032,1.333,0.75,0.982
"187","Fragments",0.002,0.456,0.096,2232,3255,163.749,0.031,3.504,0.285,0.891
"228","Particles",0.0003298,0.705,0.029,2419,3281,140.87,0.016,1.69,0.592,0.947
"188","Fragments",0.003,0.531,0.107,2160,2666,51.121,0.041,2.499,0.4,0.931
"229","Particles",0.003,0.666,0.09,2153,2659,42.817,0.041,2.211,0.452,0.97
"189","Particles",0.0001536,0.924,0.015,3771,2755,79.824,0.013,1.083,0.923,0.964
"190","Particles",0.0008128,0.848,0.039,2999,2343,144.782,0.028,1.39,0.72,0.979
"191","Particles",0.0005115,0.876,0.028,3249,2043,104.036,0.024,1.132,0.883,0.972
"192","Particles",0.001,0.846,0.051,2722,2089,103.935,0.037,1.424,0.702,0.982
"193","Particles",0.001,0.848,0.052,1966,3167,154.537,0.034,1.54,0.65,0.983
"194","Particles",0.0002364,0.914,0.018,2801,1228,110.695,0.017,1.031,0.97,0.969
"195","Particles",0.0005975,0.882,0.032,1612,1546,175.236,0.025,1.253,0.798,0.978
"230","Particles",2.433e-05,0.872,0.007,4084,2906,157.62,0.005,1.367,0.732,0.918
"196","Fragments",0.005,0.489,0.095,3826,2015,176.396,0.079,1.13,0.885,0.954
"231","Particles",2.812e-06,0.994,0.003,3938,1891,153.435,0.002,1.403,0.713,0.909
"314","Particles",5.625e-07,0.857,0.001,4030,1928,56.31,0.00075,2,0.5,0.8
"48","Particles",4.219e-07,1,0.001,3841,1974,45,0.00075,1.464,0.683,0.857
"55","Particles",0.0005406,0.905,0.028,2036,2547,164.476,0.025,1.118,0.895,0.978
