"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"119","Particles",0.0003181,0.89,0.022,2275,2349,119.624,0.02,1.1,0.909,0.973
"120","Particles",0.001,0.655,0.044,2862,1682,27.004,0.031,1.383,0.723,0.959
"27","Particles",2.292e-05,0.991,0.006,3441,2177,124.695,0.005,1.053,0.95,0.948
"121","Particles",0.0001419,0.903,0.016,4035,1619,21.038,0.012,1.302,0.768,0.965
"122","Particles",0.0001118,0.872,0.014,2634,61,49.236,0.01,1.382,0.724,0.95
"28","Particles",0.0002316,0.92,0.018,2928,992,156.644,0.017,1.051,0.951,0.97
"123","Particles",0.0001827,0.814,0.02,2415,1599,105.068,0.012,1.758,0.569,0.967
"124","Particles",0.001,0.863,0.044,2497,1706,125.707,0.033,1.371,0.729,0.982
"125","Particles",0.0004826,0.889,0.027,2761,1955,59.859,0.024,1.08,0.926,0.975
"126","Particles",0.003,0.881,0.066,953,2565,69.711,0.053,1.21,0.826,0.986
"127","Particles",0.0007622,0.866,0.037,1939,2997,81.87,0.027,1.372,0.729,0.979
"128","Particles",0.006,0.744,0.104,2233,704,72.806,0.08,1.301,0.768,0.984
"29","Particles",0.0003527,0.857,0.026,3289,2822,127.367,0.019,1.418,0.705,0.972
"129","Particles",0.0004658,0.912,0.026,2251,2289,169.992,0.024,1.077,0.928,0.976
"130","Fragments",0.0003187,0.588,0.033,3631,1614,68.916,0.014,2.805,0.356,0.905
"131","Particles",0.0002204,0.889,0.02,1917,1844,127.504,0.014,1.44,0.694,0.971
"132","Particles",3.938e-05,0.863,0.008,2945,2313,7.765,0.006,1.336,0.749,0.92
"133","Fragments",0.0001274,0.4,0.017,2996,2327,39.472,0.012,1.475,0.678,0.837
"210","Particles",0.001,0.699,0.044,2975,2134,136.736,0.033,1.343,0.745,0.961
"134","Particles",0.002,0.865,0.051,2012,1298,12.212,0.04,1.289,0.776,0.981
"135","Particles",0.0002202,0.843,0.021,3100,1555,39.936,0.014,1.588,0.63,0.959
"136","Particles",0.0001627,0.843,0.018,2343,2650,18.435,0.012,1.505,0.664,0.958
"137","Particles",0.0009962,0.67,0.039,2108,3058,122.005,0.033,1.155,0.866,0.968
"138","Particles",0.0002465,0.902,0.02,4231,1754,143.344,0.016,1.241,0.806,0.97
"211","Particles",0.0003447,0.875,0.024,2697,2412,66.682,0.019,1.224,0.817,0.97
"139","Particles",0.0002905,0.897,0.022,1562,1674,156.93,0.018,1.252,0.799,0.969
"140","Fragments",0.0006363,0.456,0.04,1830,2730,53.775,0.025,1.687,0.593,0.89
"141","Particles",0.0002739,0.865,0.023,2434,1609,30.324,0.016,1.447,0.691,0.967
"142","Particles",9.689e-05,0.945,0.012,3323,2071,147.804,0.011,1.082,0.924,0.963
"143","Particles",0.0001553,0.925,0.015,3659,1332,150.945,0.013,1.134,0.881,0.968
"144","Particles",0.0002063,0.752,0.022,2957,1776,11.889,0.013,1.767,0.566,0.944
"212","Particles",0.0001185,0.918,0.013,2615,1916,160.017,0.012,1.074,0.931,0.959
"35","Particles",0.0007682,0.849,0.037,4232,2135,35.811,0.027,1.315,0.761,0.973
"145","Particles",0.0001394,0.918,0.015,2132,1707,58.299,0.012,1.217,0.822,0.964
"146","Fragments",0.0006292,0.558,0.047,3581,2006,70.989,0.019,2.955,0.338,0.882
"213","Particles",0.0001658,0.816,0.017,3594,1921,36.87,0.013,1.2,0.833,0.944
"36","Particles",0.0004586,0.722,0.032,3581,2006,63.733,0.019,1.768,0.566,0.945
"147","Particles",0.0001606,0.923,0.015,3123,2696,102.68,0.014,1.101,0.909,0.967
"148","Particles",0.002,0.789,0.06,3227,2043,171.363,0.046,1.294,0.773,0.973
"149","Particles",0.001,0.886,0.042,3735,1513,74.338,0.036,1.128,0.886,0.981
"150","Particles",0.0003191,0.898,0.023,3582,1692,144.462,0.019,1.19,0.84,0.972
"151","Particles",0.000114,0.932,0.013,2832,2613,33.232,0.012,1.093,0.915,0.963
"152","Particles",0.000105,0.933,0.012,1852,2764,142.431,0.011,1.055,0.948,0.961
"153","Particles",0.0001934,0.841,0.02,3814,2342,15.068,0.013,1.657,0.603,0.97
"154","Particles",0.0004475,0.9,0.025,3142,1786,110.056,0.023,1.072,0.933,0.974
"155","Particles",0.002,0.626,0.071,1127,3052,34.524,0.035,2.164,0.462,0.924
"156","Particles",0.0004589,0.906,0.026,2727,1693,68.199,0.023,1.137,0.88,0.975
"157","Fragments",0.028,0.415,0.219,1791,2367,4.919,0.181,1.279,0.782,0.91
"214","Fragments",1.828e-06,0.403,0.004,2340,2256,122.005,0.001,4.891,0.204,0.65
"37","Particles",0.001,0.71,0.046,2025,2145,25.301,0.034,1.466,0.682,0.945
"41","Particles",7.031e-07,1,0.001,2356,2382,56.31,0.00075,1.553,0.644,0.909
"51","Particles",8.438e-07,0.809,0.002,1795,2383,116.565,0.00075,2.082,0.48,0.857
"61","Particles",4.219e-07,1,0.001,2305,2468,45,0.00075,1.464,0.683,0.857
"71","Particles",5.625e-07,1,0.001,2262,2490,135,0.00075,1,1,1
"81","Particles",4.219e-07,1,0.001,2165,2548,135,0.00075,1.464,0.683,0.857
"91","Particles",7.031e-07,1,0.001,2205,2552,33.69,0.00075,1.553,0.644,0.909
"101","Particles",2.109e-06,0.976,0.002,2088,2573,120.964,0.002,1.392,0.718,0.882
"158","Particles",0.002,0.883,0.063,3150,1732,164.055,0.049,1.27,0.787,0.986
"159","Particles",0.0001714,0.925,0.016,3055,1956,158.962,0.015,1.068,0.936,0.967
"160","Fragments",0.0001637,0.497,0.017,2497,973,55.62,0.014,1.238,0.808,0.882
"215","Particles",4.219e-07,1,0.001,2501,973,135,0.00075,1.464,0.683,0.857
"161","Fragments",0.003,0.586,0.082,2876,2490,137.217,0.048,1.803,0.555,0.896
"216","Particles",7.861e-05,0.755,0.014,3003,2424,62.021,0.008,1.762,0.568,0.925
"38","Particles",0.0001723,0.782,0.018,2886,2520,59.657,0.013,1.376,0.727,0.926
"42","Particles",0.002,0.712,0.072,2888,2520,152.367,0.048,1.58,0.633,0.943
"52","Particles",3.937e-06,0.775,0.004,2885,2522,108.435,0.002,2.296,0.436,0.889
"162","Particles",0.0002735,0.666,0.029,1951,1826,34.095,0.012,2.659,0.376,0.945
"163","Particles",0.002,0.89,0.054,1744,2897,159.677,0.048,1.133,0.883,0.985
"164","Particles",7.228e-05,0.937,0.01,1291,1745,115.641,0.009,1.052,0.951,0.96
"165","Particles",0.001,0.898,0.04,2101,2258,101.834,0.034,1.176,0.85,0.984
"166","Particles",6.019e-05,0.756,0.011,1945,3138,157.834,0.008,1.368,0.731,0.911
"217","Particles",0.00015,0.832,0.018,2429,3160,145.981,0.011,1.689,0.592,0.954
"167","Particles",0.002,0.819,0.061,3687,1712,128.217,0.042,1.474,0.678,0.971
"168","Particles",0.0004497,0.887,0.027,3294,2109,22.249,0.022,1.213,0.824,0.974
"169","Particles",0.002,0.884,0.057,3066,1702,54.854,0.049,1.146,0.873,0.987
"170","Fragments",0.0009596,0.574,0.043,3535,1514,20.323,0.029,1.506,0.664,0.958
"218","Particles",1.125e-06,0.82,0.002,3534,1510,116.565,0.001,1.54,0.649,0.8
"171","Fragments",0.014,0.528,0.182,3426,1029,7.813,0.103,1.877,0.533,0.913
"219","Fragments",1.688e-06,0.372,0.003,3712,861,26.565,0.001,3.743,0.267,0.533
"39","Particles",0.002,0.695,0.068,3813,1056,85.601,0.046,1.491,0.671,0.966
"43","Particles",0.0002226,0.877,0.02,70,3879,79.114,0.015,1.354,0.739,0.968
"172","Particles",0.0007907,0.828,0.039,1992,2219,65.925,0.027,1.43,0.699,0.963
"173","Particles",0.000235,0.919,0.018,1919,3708,16.587,0.017,1.084,0.922,0.971
"174","Particles",0.0008304,0.694,0.048,1501,3793,4.502,0.023,2.131,0.469,0.966
"175","Particles",4.177e-05,0.831,0.009,3273,2163,26.565,0.006,1.469,0.681,0.914
"176","Particles",0.000675,0.832,0.037,2276,2157,172.444,0.024,1.499,0.667,0.975
"220","Particles",0.002,0.808,0.058,2095,2344,111.117,0.038,1.524,0.656,0.972
"177","Particles",0.0001813,0.908,0.017,3542,2043,149.47,0.014,1.198,0.835,0.966
"178","Particles",0.001,0.846,0.048,2371,2423,96.242,0.031,1.52,0.658,0.984
"179","Particles",0.0002406,0.777,0.025,2112,1248,49.304,0.012,2.049,0.488,0.965
"221","Particles",0.0002049,0.911,0.018,3412,2108,100.84,0.015,1.176,0.85,0.968
"310","Particles",0.0007349,0.86,0.038,4645,2172,22.751,0.025,1.527,0.655,0.981
"44","Particles",7.031e-05,0.914,0.011,4606,2235,163.496,0.009,1.121,0.892,0.947
"180","Particles",0.0004005,0.88,0.026,2294,1720,33.917,0.02,1.335,0.749,0.972
"181","Particles",0.0001394,0.9,0.015,3094,1065,78.408,0.012,1.211,0.826,0.957
"222","Particles",2.77e-05,0.926,0.006,3321,3229,54.462,0.006,1.003,0.997,0.927
"182","Particles",4.739e-05,0.95,0.008,2817,2121,12.804,0.007,1.119,0.894,0.952
"223","Particles",0.0002897,0.913,0.021,2854,2190,75.203,0.019,1.071,0.934,0.967
"183","Particles",0.000168,0.846,0.019,3043,1507,53.13,0.012,1.624,0.616,0.962
"184","Particles",0.0003326,0.831,0.027,3126,1832,142.97,0.016,1.685,0.594,0.97
"185","Particles",7.973e-05,0.802,0.014,3022,883,165.579,0.007,1.962,0.51,0.968
"224","Particles",4.739e-05,0.927,0.009,3459,3362,160.017,0.007,1.215,0.823,0.947
"186","Fragments",0.015,0.597,0.169,2551,1649,92.55,0.131,1.266,0.79,0.904
"225","Fragments",0.001,0.575,0.066,2357,2109,105.141,0.035,2.116,0.472,0.855
"311","Particles",0.007,0.72,0.118,2432,1762,156.777,0.076,1.588,0.63,0.961
"45","Particles",0.008,0.628,0.137,2428,1765,115.159,0.082,1.669,0.599,0.929
"53","Particles",0.0002948,0.737,0.025,2312,1919,43.152,0.017,1.517,0.659,0.913
"62","Particles",0.001,0.719,0.053,2363,2249,86.348,0.033,1.629,0.614,0.929
"72","Particles",0.0001979,0.812,0.019,2365,2250,156.949,0.014,1.263,0.792,0.942
"187","Particles",9.844e-07,1,0.002,3428,1599,135,0.001,1.38,0.725,0.875
"188","Particles",0.004,0.833,0.079,2389,2070,167.353,0.059,1.364,0.733,0.98
"189","Particles",0.002,0.855,0.052,2479,1452,49.354,0.039,1.341,0.746,0.981
"190","Particles",0.0005778,0.893,0.03,2530,2486,69.775,0.025,1.203,0.831,0.978
"191","Particles",0.002,0.861,0.059,2749,2602,85.967,0.049,1.175,0.851,0.982
"192","Particles",0.0008684,0.741,0.048,1665,2630,106.44,0.023,2.104,0.475,0.976
"193","Particles",0.0004757,0.827,0.03,5236,518,59.642,0.022,1.384,0.723,0.961
"226","Particles",0.001,0.726,0.058,3112,1144,162.031,0.034,1.877,0.533,0.956
"312","Particles",4.163e-05,0.868,0.009,3969,2990,112.249,0.006,1.474,0.678,0.946
"194","Particles",0.0004978,0.853,0.031,3609,2341,96.189,0.02,1.541,0.649,0.978
"195","Particles",0.003,0.737,0.079,2579,2916,84.262,0.046,1.804,0.554,0.971
"227","Particles",0.0006726,0.81,0.034,497,3466,158.199,0.025,1.368,0.731,0.965
"196","Particles",0.0007363,0.756,0.042,1859,2586,174.898,0.022,1.884,0.531,0.975
"197","Particles",9.084e-05,0.917,0.013,3341,1890,107.354,0.009,1.315,0.761,0.961
"198","Particles",0.002,0.857,0.058,2662,2089,35.022,0.043,1.352,0.74,0.981
"199","Particles",0.0003354,0.895,0.023,3218,2101,173.454,0.019,1.192,0.839,0.972
"1100","Particles",0.0004568,0.734,0.034,2828,1771,4.447,0.02,1.791,0.558,0.945
"1101","Particles",0.002,0.719,0.061,2286,2662,49.743,0.041,1.58,0.633,0.953
"1102","Particles",0.0005439,0.87,0.031,4000,1779,120.847,0.023,1.382,0.723,0.976
"1103","Particles",0.0004414,0.892,0.026,3124,1611,15.611,0.022,1.211,0.826,0.975
"1104","Particles",0.0003722,0.805,0.029,2413,2072,39.237,0.016,1.815,0.551,0.97
"1105","Particles",0.002,0.772,0.062,2146,1889,131.348,0.032,1.992,0.502,0.983
"228","Particles",0.002,0.886,0.054,1620,2455,80.407,0.046,1.191,0.839,0.985
"1106","Particles",0.0001799,0.825,0.02,2277,2816,68.806,0.012,1.656,0.604,0.966
"1107","Particles",1.294e-05,1,0.005,2837,1910,147.529,0.004,1.208,0.828,0.944
"1108","Particles",0.0004653,0.727,0.034,2524,1607,130.533,0.02,1.751,0.571,0.95
"1109","Particles",0.0005809,0.892,0.032,2727,1193,147.633,0.024,1.334,0.749,0.98
"1110","Particles",0.0003052,0.875,0.023,2578,2080,31.122,0.018,1.292,0.774,0.969
"1111","Particles",0.0002932,0.814,0.025,2881,1604,99.462,0.015,1.696,0.59,0.969
"1112","Particles",0.0003506,0.894,0.024,3549,1174,105.333,0.019,1.25,0.8,0.972
"229","Particles",7.13e-05,0.932,0.01,1490,2407,165.466,0.009,1.145,0.874,0.956
"1113","Particles",0.0002076,0.908,0.019,3308,1736,9.273,0.014,1.274,0.785,0.97
"1114","Particles",6.398e-05,0.93,0.01,2128,2099,128.991,0.009,1.175,0.851,0.955
