"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"83","Particles",5.625e-07,0.857,0.001,3965,1448,56.31,0.00075,2,0.5,0.8
"93","Particles",5.625e-07,1,0.001,3498,1453,161.565,0.00075,1.468,0.681,0.8
"102","Particles",4.219e-07,1,0.001,4219,1471,45,0.00075,1.464,0.683,0.857
"1111","Particles",4.219e-07,1,0.001,3961,1470,135,0.00075,1.464,0.683,0.857
"1211","Particles",2.391e-06,0.667,0.003,3967,1486,113.199,0.001,2.293,0.436,0.81
"1311","Particles",7.031e-07,1,0.001,3999,1542,56.31,0.00075,1.553,0.644,0.909
"1411","Particles",7.031e-07,0.674,0.002,3999,1543,116.565,0.00075,2.749,0.364,0.769
"1511","Particles",7.031e-07,1,0.001,4075,1563,123.69,0.00075,1.553,0.644,0.909
"1610","Particles",4.219e-07,1,0.001,4082,1594,45,0.00075,1.464,0.683,0.857
"1710","Particles",4.219e-07,0.643,0.001,4008,1594,123.69,0.0006708,2.702,0.37,0.667
"1810","Particles",1.969e-06,0.75,0.002,4172,1624,18.435,0.002,1.582,0.632,0.757
"1910","Particles",1.266e-06,1,0.002,4182,1626,116.565,0.001,1.34,0.746,0.857
"201","Particles",2.812e-06,0.815,0.003,4130,1628,123.69,0.002,1.626,0.615,0.769
"2110","Particles",7.945e-05,0.654,0.013,4226,1630,112.751,0.009,1.341,0.746,0.894
"224","Particles",7.031e-07,0.764,0.002,4189,1639,153.435,0.00075,2.61,0.383,0.769
"231","Particles",5.625e-07,1,0.001,3643,1640,135,0.00075,1,1,1
"241","Particles",1.547e-06,0.887,0.002,4227,1676,68.199,0.001,1.603,0.624,0.88
"1103","Particles",7.327e-05,0.913,0.011,3348,1497,68.552,0.008,1.359,0.736,0.959
"1104","Particles",0.0001934,0.925,0.016,2860,2000,55.222,0.015,1.035,0.966,0.971
"225","Particles",0.0002274,0.836,0.022,2603,2069,142.734,0.013,1.632,0.613,0.962
"1105","Particles",0.0003482,0.74,0.03,4377,1657,166.139,0.016,2.022,0.494,0.969
"1106","Particles",0.001,0.734,0.049,2282,2303,150.69,0.033,1.56,0.641,0.962
"1107","Particles",0.0001084,0.892,0.015,2181,3110,145.491,0.01,1.493,0.67,0.96
"1108","Particles",0.0009665,0.851,0.043,2433,2701,105.739,0.03,1.463,0.683,0.981
"1109","Particles",0.0008228,0.752,0.041,2341,1602,80.623,0.03,1.366,0.732,0.947
"1112","Particles",0.0001569,0.914,0.015,2248,1547,133.958,0.014,1.005,0.995,0.963
"1113","Particles",0.0003755,0.894,0.025,918,3889,123.207,0.02,1.25,0.8,0.974
"1114","Fragments",0.0004949,0.409,0.045,2285,4000,2.839,0.018,2.236,0.447,0.915
"226","Particles",7.242e-05,0.966,0.01,64,3576,123.111,0.009,1.05,0.953,0.965
"39","Particles",4.219e-07,1,0.001,2392,3981,45,0.00075,1.464,0.683,0.857
"1115","Particles",0.0008393,0.778,0.045,2937,1838,56.31,0.025,1.816,0.551,0.977
"1116","Particles",0.0003265,0.784,0.027,2410,545,158.499,0.016,1.675,0.597,0.957
"227","Particles",4.542e-05,0.943,0.008,1910,689,164.055,0.007,1.063,0.941,0.944
