"","names","cat","area"
"1","paper9","paper",0.0008208
"2","paper9","paper",0.0057384438
"3","paper9","paper",0.005
"4","paper9","paper",0.0038806
"5","paper9","paper",3.727e-05
"6","paper9","paper",0.0003597
"7","paper9","paper",0.0003718
"8","paper9","paper",0.005602
"9","paper9","paper",0.0005359
"10","paper9","paper",0.0008206
"11","paper9","paper",0.0004278
"12","paper9","paper",0.0097829
"13","paper9","paper",0.01662637
"14","paper9","paper",5.527e-05
"15","paper9","paper",0.0007055
"16","paper9","paper",0.0028274
"17","paper9","paper",0.0074453
"18","paper9","paper",0.00079535
"19","paper9","paper",0.0006294
"20","paper9","paper",0.016
"21","paper9","paper",0.0016305
"22","paper9","paper",0.0101015
"23","paper9","paper",0.0107408
"24","paper9","paper",0.0049932
"25","paper9","paper",0.002
"26","paper9","paper",0.000457
