"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"137","Particles",0.0005318,0.764,0.036,1659,3595,79.046,0.021,1.783,0.561,0.973
"138","Particles",1.505e-05,0.654,0.006,3681,2359,42.51,0.004,1.668,0.6,0.82
"139","Particles",0.0001111,0.922,0.013,3004,2825,154.179,0.011,1.109,0.902,0.962
"140","Particles",0.0001851,0.808,0.018,2960,2375,50.042,0.014,1.296,0.772,0.94
"141","Particles",0.003,0.865,0.077,2966,1610,47.18,0.056,1.357,0.737,0.989
"142","Particles",9.661e-05,0.689,0.017,1653,690,96.203,0.006,2.663,0.375,0.964
"143","Particles",0.0005806,0.82,0.035,2834,884,111.125,0.021,1.653,0.605,0.978
"144","Particles",0.000173,0.805,0.02,2830,1297,102.758,0.011,1.95,0.513,0.972
"145","Particles",0.0006518,0.896,0.032,3418,1761,10.008,0.026,1.219,0.821,0.98
"146","Particles",0.0007277,0.871,0.037,1784,3290,74.694,0.026,1.414,0.707,0.981
"147","Fibers",0.003,0.25,0.101,3706,955,104.139,0.044,2.649,0.377,0.864
"211","Fragments",8.438e-07,0.484,0.002,3771,1087,120.964,0.0009361,3.231,0.31,0.6
"33","Particles",5.625e-07,0.645,0.002,3689,983,104.036,0.000375,4,0.25,1
"41","Particles",4.219e-07,0.809,0.001,3688,1008,108.435,0.000375,3,0.333,1
"5","Particles",1.406e-06,0.674,0.002,3688,1012,99.462,0.00075,2.686,0.372,0.909
"6","Particles",1.828e-06,0.779,0.002,3688,1023,30.964,0.002,1.416,0.706,0.812
"7","Particles",2.109e-06,1,0.002,3756,1037,45,0.002,1.137,0.88,0.968
"8","Particles",7.031e-07,1,0.001,3682,1099,56.31,0.00075,1.553,0.644,0.909
"9","Particles",8.438e-07,1,0.001,3706,1207,33.69,0.001,1.291,0.775,0.8
"10","Particles",4.219e-07,0.967,0.001,3745,1217,161.565,0.000375,3,0.333,1
"1110","Particles",0.0002689,0.916,0.019,3426,1326,24.075,0.018,1.038,0.963,0.97
"148","Particles",0.0002163,0.868,0.02,2410,256,77.005,0.014,1.434,0.698,0.967
"149","Particles",9.042e-05,0.931,0.012,876,1959,146.31,0.01,1.227,0.815,0.96
"212","Particles",0.0001657,0.815,0.019,3091,2986,96.71,0.011,1.784,0.56,0.963
"150","Fibers",0.0008349,0.133,0.06,1395,3078,66.801,0.022,2.884,0.347,0.772
"213","Fragments",4.247e-05,0.493,0.01,1506,2854,49.635,0.007,1.466,0.682,0.798
"34","Fragments",2.391e-06,0.436,0.004,1409,3071,60.945,0.001,3.985,0.251,0.642
"42","Particles",2.109e-06,0.674,0.003,1456,2931,153.435,0.002,1.724,0.58,0.789
"51","Particles",1.406e-06,1,0.002,1470,2954,116.565,0.001,1.327,0.753,0.909
"61","Particles",5.625e-07,1,0.001,1469,2959,135,0.00075,1,1,1
"71","Particles",3.094e-06,0.788,0.003,1463,2968,39.806,0.002,1.667,0.6,0.786
"81","Particles",5.344e-06,0.819,0.003,1404,2975,130.601,0.003,1.242,0.805,0.854
"91","Particles",2.109e-06,0.976,0.002,1403,2991,38.66,0.002,1.651,0.606,0.882
"101","Particles",1.266e-06,1,0.002,1451,2992,135,0.001,1,1,1
"1111","Particles",4.219e-07,0.809,0.001,1401,2997,108.435,0.000375,3,0.333,1
"1210","Particles",1.125e-06,0.645,0.002,1448,3016,59.036,0.0009095,3.102,0.322,0.696
"1310","Particles",2.391e-06,0.609,0.003,1393,3036,56.31,0.002,1.293,0.773,0.708
"1410","Particles",8.859e-06,0.618,0.005,1401,3046,41.634,0.004,1.204,0.831,0.759
"151","Particles",4.613e-05,0.751,0.009,1366,3428,73.072,0.007,1.258,0.795,0.894
"152","Particles",0.0001299,0.903,0.015,3803,2369,78.111,0.012,1.247,0.802,0.962
"214","Particles",0.0005092,0.896,0.027,2559,2560,41.634,0.025,1.096,0.913,0.977
"153","Particles",0.0001505,0.86,0.017,2129,2602,12.529,0.011,1.505,0.665,0.955
"154","Particles",0.0001734,0.915,0.016,1461,3736,99.689,0.015,1.038,0.963,0.966
"155","Particles",0.033,0.732,0.244,2379,1248,159.423,0.198,1.204,0.83,0.936
"156","Particles",0.0001316,0.779,0.017,2313,3632,102.529,0.009,1.867,0.535,0.961
"157","Particles",0.000965,0.706,0.051,1623,3598,57.011,0.028,1.873,0.534,0.934
"158","Particles",0.0005795,0.851,0.034,687,4716,163.968,0.023,1.532,0.653,0.977
"159","Particles",0.0001086,0.937,0.013,2194,1611,126.529,0.012,1.077,0.928,0.966
"215","Particles",9.211e-05,0.925,0.013,3079,2792,36.529,0.01,1.258,0.795,0.963
"160","Particles",0.0008585,0.779,0.042,3149,1508,156.666,0.028,1.507,0.663,0.955
"216","Particles",0.0005756,0.698,0.042,1590,1605,7.765,0.018,2.397,0.417,0.974
"35","Particles",0.00016,0.902,0.015,1804,3427,37.999,0.014,1.067,0.937,0.964
"161","Particles",0.0001346,0.908,0.014,2973,1433,112.38,0.013,1.048,0.954,0.955
"162","Particles",0.0003831,0.9,0.024,3462,2467,109.29,0.021,1.11,0.901,0.974
"163","Particles",0.0009775,0.786,0.047,1873,1707,150.99,0.025,1.85,0.54,0.98
"164","Particles",0.002,0.795,0.063,3534,2152,142.306,0.051,1.173,0.853,0.955
"165","Particles",0.003,0.807,0.079,2826,1146,23.879,0.062,1.233,0.811,0.97
"217","Particles",0.0009696,0.877,0.039,3411,2605,68.405,0.033,1.17,0.855,0.977
"166","Particles",0.001,0.686,0.059,3218,2068,149.162,0.027,2.269,0.441,0.957
"167","Particles",0.000241,0.905,0.019,3407,3547,164.846,0.017,1.071,0.934,0.968
"168","Particles",5.864e-05,0.895,0.01,1278,2383,72.897,0.007,1.377,0.726,0.956
"169","Particles",0.0004577,0.788,0.032,3224,795,120.735,0.018,1.786,0.56,0.966
"170","Particles",2.109e-05,0.916,0.006,2574,2933,75.069,0.005,1.042,0.96,0.915
"171","Particles",0.0002769,0.796,0.025,246,3516,38.797,0.015,1.724,0.58,0.953
"172","Particles",0.0005341,0.732,0.036,3318,2443,22.023,0.021,1.833,0.545,0.961
"173","Particles",0.0003104,0.902,0.021,2215,1016,12.308,0.019,1.076,0.93,0.971
"174","Particles",0.027,0.707,0.207,1211,3696,74.426,0.175,1.187,0.843,0.961
"218","Particles",1.828e-06,0.601,0.003,1466,3369,74.055,0.001,2.563,0.39,0.812
"175","Particles",0.0002427,0.862,0.021,2905,2183,75.466,0.015,1.36,0.735,0.965
"219","Particles",9.872e-05,0.893,0.013,2952,2350,143.13,0.01,1.354,0.738,0.953
"176","Fragments",0.000448,0.51,0.037,2591,2645,104.597,0.016,2.631,0.38,0.873
"220","Particles",0.0001958,0.759,0.021,2575,2655,147.45,0.015,1.338,0.747,0.941
"36","Particles",0.0002478,0.637,0.022,2592,2687,113.962,0.015,1.487,0.673,0.935
"177","Particles",6.005e-05,0.883,0.011,2681,2417,108.435,0.007,1.499,0.667,0.96
"178","Particles",0.0002779,0.665,0.029,2690,3066,96.667,0.012,2.568,0.389,0.963
"179","Fragments",0.052,0.361,0.303,2345,2528,169.232,0.259,1.116,0.896,0.887
"221","Fragments",4.781e-06,0.432,0.004,2343,2531,119.055,0.003,1.716,0.583,0.618
"37","Particles",7.031e-07,1,0.001,2434,2358,56.31,0.00075,1.553,0.644,0.909
"43","Particles",4.219e-07,1,0.001,2975,2399,135,0.00075,1.464,0.683,0.857
"52","Particles",4.219e-07,1,0.001,3047,2402,45,0.00075,1.464,0.683,0.857
"62","Particles",4.219e-07,1,0.001,2389,2415,45,0.00075,1.464,0.683,0.857
"72","Particles",1.969e-06,0.838,0.002,2381,2492,120.964,0.002,1.169,0.856,0.824
"82","Particles",1.266e-06,1,0.002,2373,2505,143.13,0.001,1.542,0.648,0.857
"92","Particles",2.109e-06,0.976,0.002,2353,2517,111.801,0.002,1.186,0.843,0.882
"102","Particles",1.659e-05,0.853,0.006,2328,2552,68.199,0.004,1.448,0.69,0.884
"1112","Particles",1.547e-06,1,0.002,2380,2590,126.87,0.001,1.372,0.729,0.957
"1211","Particles",0.0002952,0.797,0.024,3115,2708,78.518,0.017,1.382,0.724,0.957
"1311","Particles",4.219e-07,0.643,0.001,2405,2669,123.69,0.0006708,2.702,0.37,0.667
"1411","Particles",2.672e-06,0.681,0.003,2993,2769,23.199,0.002,1.656,0.604,0.76
"180","Particles",0.001,0.78,0.05,1039,1405,157.479,0.028,1.825,0.548,0.979
"181","Particles",0.04,0.632,0.247,2208,2691,48.258,0.22,1.08,0.926,0.951
"222","Particles",4.219e-07,1,0.001,2548,2174,45,0.00075,1.464,0.683,0.857
"38","Particles",2.672e-06,0.879,0.003,2708,2549,33.69,0.002,1.414,0.707,0.884
"182","Particles",0.0008622,0.604,0.056,3437,1652,85.047,0.018,3.128,0.32,0.976
"183","Particles",0.001,0.711,0.051,3268,1800,95.5,0.032,1.811,0.552,0.952
"223","Particles",9.127e-05,0.905,0.012,2033,2745,165.964,0.01,1.288,0.776,0.953
"184","Particles",0.0002706,0.651,0.03,2573,1626,101.592,0.011,2.715,0.368,0.964
"185","Particles",0.0001095,0.931,0.013,2027,1116,76.759,0.011,1.157,0.864,0.962
"224","Particles",0.001,0.905,0.042,1874,1605,127.694,0.038,1.059,0.944,0.985
"186","Particles",1.702e-05,0.948,0.005,101,1499,164.055,0.004,1.3,0.769,0.934
"225","Particles",0.001,0.743,0.053,924,2738,5.711,0.032,1.751,0.571,0.966
"187","Particles",0.0002727,0.847,0.024,620,2372,50.774,0.015,1.595,0.627,0.97
"188","Particles",0.001,0.759,0.059,2422,1358,148.725,0.032,1.857,0.539,0.976
"189","Particles",0.002,0.819,0.059,3422,2266,147.918,0.036,1.67,0.599,0.984
"190","Particles",0.0003032,0.824,0.026,4074,1235,155.283,0.015,1.726,0.579,0.972
"226","Particles",0.000522,0.896,0.027,3477,2268,59.574,0.025,1.073,0.932,0.977
"191","Particles",0.0003036,0.863,0.022,3977,1234,5.807,0.018,1.254,0.798,0.966
"227","Particles",0.0003005,0.771,0.027,2155,1353,78.071,0.014,1.992,0.502,0.969
"39","Particles",2.067e-05,0.942,0.006,2280,1316,55.305,0.005,1.2,0.833,0.922
"44","Particles",0.0001475,0.789,0.018,2077,1324,160.821,0.011,1.777,0.563,0.949
"192","Particles",0.000241,0.686,0.027,2946,1984,76.35,0.011,2.483,0.403,0.963
"228","Particles",0.0002327,0.917,0.019,3387,2205,70.498,0.016,1.175,0.851,0.971
"310","Particles",5.428e-05,0.931,0.009,3400,2471,131.634,0.008,1.051,0.952,0.952
"45","Particles",0.001,0.703,0.056,2085,3422,141.821,0.035,1.766,0.566,0.913
"193","Particles",0.011,0.775,0.129,1935,2743,29.621,0.112,1.047,0.955,0.968
"194","Particles",3.108e-05,0.963,0.007,2873,2545,123.69,0.006,1.035,0.966,0.942
"195","Particles",0.0001652,0.92,0.016,2806,3238,123.311,0.014,1.118,0.895,0.966
"196","Particles",0.000276,0.835,0.024,3818,605,6.34,0.016,1.555,0.643,0.968
"197","Particles",0.0001557,0.855,0.017,2585,2279,147.724,0.013,1.351,0.74,0.953
"229","Particles",5.288e-05,0.845,0.01,3702,4175,28.443,0.007,1.592,0.628,0.947
"311","Particles",0.0002651,0.799,0.022,793,4408,145.491,0.017,1.288,0.776,0.943
"198","Particles",0.001,0.753,0.06,1531,969,32.692,0.035,1.695,0.59,0.966
"199","Particles",0.0001291,0.906,0.014,3077,2385,79.287,0.012,1.173,0.852,0.96
"1100","Particles",0.0002198,0.866,0.02,2127,2774,156.251,0.015,1.446,0.692,0.968
"1101","Particles",0.0003831,0.748,0.031,2547,3294,83.811,0.016,1.991,0.502,0.964
"230","Particles",0.0006353,0.751,0.041,2454,3316,106.449,0.021,2.02,0.495,0.976
"1102","Particles",0.001,0.881,0.048,1550,1818,172.435,0.037,1.276,0.784,0.984
"1103","Particles",0.002,0.893,0.051,3367,3211,4.658,0.044,1.134,0.882,0.984
"1104","Particles",0.001,0.905,0.038,2651,1660,22.225,0.035,1.081,0.925,0.984
"1105","Particles",0.002,0.816,0.07,3404,2232,9.919,0.039,1.73,0.578,0.988
"1106","Particles",0.002,0.888,0.063,2317,3187,104.778,0.051,1.221,0.819,0.986
"1107","Particles",0.0001361,0.919,0.015,3311,2955,150.255,0.012,1.251,0.799,0.964
"1108","Particles",3.206e-05,0.912,0.007,2821,1926,149.534,0.005,1.302,0.768,0.95
"231","Particles",0.0001998,0.768,0.02,3002,2049,100.685,0.015,1.269,0.788,0.937
"312","Particles",0.0002558,0.778,0.023,2957,2133,29.055,0.015,1.482,0.675,0.95
"46","Particles",0.0004119,0.87,0.027,3567,3233,111.949,0.019,1.393,0.718,0.973
"53","Particles",0.0005323,0.856,0.031,3275,3427,99.009,0.022,1.438,0.695,0.977
"1109","Particles",7.312e-06,0.939,0.004,2299,1055,146.31,0.003,1.479,0.676,0.889
"232","Particles",0.002,0.711,0.067,2445,1613,42.51,0.039,1.751,0.571,0.96
"313","Particles",0.0001349,0.924,0.014,1726,1760,55.886,0.013,1.081,0.925,0.963
"47","Particles",4.064e-05,0.957,0.008,2022,2234,106.699,0.007,1.101,0.908,0.946
"54","Particles",0.0003396,0.851,0.026,1870,2485,33.232,0.017,1.539,0.65,0.97
"63","Particles",0.0002181,0.917,0.018,4147,2994,21.125,0.016,1.062,0.941,0.969
"1113","Particles",2.363e-05,0.961,0.006,2264,1829,68.199,0.005,1.085,0.922,0.936
"233","Particles",0.000441,0.875,0.028,2671,3849,14.783,0.02,1.355,0.738,0.975
"1114","Fragments",0.0001187,0.553,0.023,3997,802,92.862,0.007,3.066,0.326,0.97
"1115","Particles",0.002,0.702,0.062,2371,3331,32.631,0.054,1.044,0.957,0.923
"1116","Particles",0.0001683,0.905,0.017,1679,2382,145.62,0.013,1.347,0.742,0.968
"1117","Particles",0.0001264,0.665,0.02,2783,770,96.582,0.007,2.616,0.382,0.955
"234","Particles",8.227e-05,0.865,0.013,4593,3121,101.976,0.008,1.578,0.634,0.961
"1118","Particles",0.0003881,0.915,0.024,3805,895,103.601,0.021,1.1,0.909,0.977
"235","Particles",5.597e-05,0.938,0.009,4131,1383,158.629,0.008,1.083,0.923,0.95
"314","Particles",0.001,0.81,0.054,3336,1668,124.57,0.033,1.677,0.596,0.968
"48","Particles",0.0009577,0.889,0.038,2984,1690,143.807,0.033,1.175,0.851,0.982
"55","Particles",0.0005667,0.877,0.032,3112,1742,127.933,0.023,1.432,0.698,0.979
"64","Particles",0.0001098,0.908,0.014,1519,2483,124.992,0.011,1.273,0.785,0.959
"1119","Particles",2.728e-05,0.955,0.006,2246,1204,20.556,0.006,1.041,0.961,0.933
"236","Particles",0.001,0.861,0.042,2196,1364,69.444,0.034,1.16,0.862,0.982
"315","Particles",0.0008549,0.713,0.05,2546,1604,78.774,0.022,2.305,0.434,0.98
"49","Particles",9.97e-05,0.9,0.013,2950,1561,101.31,0.009,1.423,0.703,0.96
"56","Particles",1.828e-06,1,0.002,1374,2365,59.036,0.001,1.735,0.576,0.929
"1120","Particles",0.0001387,0.879,0.016,1884,1178,124.439,0.012,1.405,0.712,0.959
"1121","Particles",0.0001839,0.898,0.018,2918,2303,12.265,0.013,1.276,0.784,0.968
"1122","Particles",0.0001855,0.67,0.024,2386,688,30.51,0.01,2.601,0.384,0.946
"237","Particles",0.0007019,0.863,0.036,2991,2624,22.574,0.025,1.477,0.677,0.979
"1123","Particles",0.0002507,0.908,0.019,3335,1226,143.807,0.017,1.098,0.911,0.969
"238","Particles",0.000291,0.869,0.023,2372,3110,127.057,0.017,1.406,0.711,0.968
"316","Particles",8.423e-05,0.859,0.013,3109,3793,11.634,0.008,1.612,0.62,0.961
"410","Particles",0.0001734,0.691,0.023,3511,3854,39.685,0.01,2.53,0.395,0.95
"1124","Particles",0.0003313,0.91,0.022,2141,764,79.077,0.02,1.076,0.93,0.973
"239","Particles",2.798e-05,0.957,0.006,2699,1004,35.538,0.006,1.031,0.97,0.934
"317","Particles",0.0001143,0.934,0.013,2463,1204,34.16,0.012,1.033,0.968,0.963
"411","Particles",0.001,0.755,0.049,1670,1487,128.797,0.027,1.877,0.533,0.945
"57","Particles",0.0006053,0.885,0.031,1324,1510,144.951,0.026,1.195,0.837,0.977
"65","Particles",0.0003767,0.854,0.027,1451,1559,126.085,0.018,1.524,0.656,0.972
"73","Particles",1.406e-05,0.937,0.005,3867,2600,53.973,0.004,1.265,0.79,0.909
"83","Particles",0.0001209,0.839,0.016,3642,2628,170.538,0.009,1.687,0.593,0.962
"1125","Particles",7.369e-05,0.913,0.011,2887,2478,147.381,0.009,1.272,0.786,0.949
"1126","Particles",0.000965,0.789,0.048,2586,1395,99.828,0.026,1.878,0.532,0.98
"1127","Particles",9.858e-05,0.9,0.013,2335,1614,169.695,0.01,1.213,0.825,0.955
"240","Particles",0.0003502,0.742,0.031,2724,1688,38.55,0.014,2.211,0.452,0.967
"318","Particles",3.178e-05,0.853,0.008,2451,1856,37.405,0.005,1.571,0.637,0.934
"412","Particles",0.001,0.633,0.059,2114,1978,108.09,0.024,2.607,0.384,0.963
"1128","Particles",0.0004652,0.89,0.026,1175,3370,99.058,0.022,1.147,0.872,0.975
"1129","Particles",0.002,0.917,0.046,3216,1849,30.09,0.043,1.066,0.938,0.987
"1130","Particles",0.0005926,0.897,0.03,3810,1994,146.915,0.026,1.117,0.895,0.977
"241","Particles",0.001,0.887,0.048,1415,2362,31.195,0.038,1.261,0.793,0.983
"1131","Particles",5.344e-06,0.819,0.004,2058,1123,16.699,0.002,2.127,0.47,0.894
"242","Particles",0.0007256,0.808,0.039,1606,3335,136.948,0.026,1.556,0.643,0.97
"1132","Particles",0.0003516,0.911,0.023,1766,2690,36.304,0.02,1.129,0.885,0.976
"243","Particles",0.0001922,0.919,0.017,2924,3049,106.46,0.015,1.158,0.864,0.969
"319","Particles",0.000557,0.852,0.028,2187,3382,30.7,0.026,1.022,0.979,0.969
"1133","Particles",0.0005407,0.906,0.029,1923,338,158.477,0.025,1.142,0.876,0.978
"244","Particles",0.0005656,0.89,0.031,2128,813,149.995,0.024,1.275,0.784,0.977
"320","Particles",0.0007543,0.866,0.037,2889,2147,118.142,0.027,1.313,0.762,0.98
