"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"116","Particles",0.0001434,0.757,0.018,2378,2017,99.66,0.011,1.711,0.585,0.947
"117","Particles",0.0001666,0.894,0.017,3184,2313,81.158,0.012,1.355,0.738,0.967
"118","Particles",8.508e-05,0.908,0.012,3683,1772,144.246,0.01,1.131,0.884,0.952
"119","Particles",0.0007273,0.872,0.035,3829,2467,22.145,0.027,1.312,0.762,0.977
"120","Particles",2.841e-05,0.994,0.007,1521,2277,59.036,0.006,1.071,0.934,0.948
"23","Particles",0.009,0.681,0.143,3303,2473,155.319,0.084,1.666,0.6,0.933
"121","Particles",0.0001087,0.919,0.013,3625,2245,55.408,0.011,1.197,0.836,0.959
"122","Particles",0.0002794,0.91,0.021,2521,2443,148.861,0.017,1.197,0.836,0.974
"123","Particles",5.934e-05,0.839,0.011,2905,2340,119.249,0.007,1.569,0.637,0.935
"124","Particles",3.586e-05,0.955,0.007,1684,1996,38.66,0.007,1.024,0.976,0.943
"24","Particles",0.0001192,0.914,0.014,4178,2438,74.476,0.011,1.242,0.805,0.963
"125","Particles",2.166e-05,0.851,0.006,3326,1352,115.017,0.005,1.052,0.951,0.898
"126","Particles",6.989e-05,0.946,0.01,2418,1980,119.476,0.009,1.023,0.977,0.958
"127","Particles",0.0001423,0.657,0.021,3115,2105,8.276,0.009,2.566,0.39,0.938
"128","Particles",0.005,0.878,0.09,3112,1978,111.089,0.071,1.256,0.796,0.986
"129","Particles",0.0001564,0.911,0.015,1898,2214,55.125,0.014,1.061,0.942,0.964
"25","Particles",0.0002152,0.673,0.027,906,2670,139.574,0.01,2.754,0.363,0.951
"130","Particles",0.0001927,0.84,0.017,4271,2153,155.659,0.015,1.117,0.895,0.94
"131","Particles",0.0008397,0.904,0.035,4256,1903,164.638,0.031,1.148,0.871,0.981
"26","Particles",0.0001221,0.809,0.015,3070,2145,72.474,0.011,1.375,0.727,0.945
"31","Particles",9.45e-05,0.814,0.014,2659,3215,12.2,0.008,1.744,0.573,0.95
"132","Particles",0.0001195,0.806,0.017,2455,2338,21.318,0.009,1.788,0.559,0.957
"133","Particles",0.0001112,0.803,0.016,3936,2680,170.538,0.009,1.878,0.533,0.962
"134","Particles",0.0005469,0.902,0.028,1887,2744,152.418,0.025,1.114,0.898,0.977
"135","Particles",0.0003213,0.888,0.022,3071,2132,23.962,0.02,1.114,0.898,0.969
"136","Particles",0.0001545,0.734,0.019,3037,1902,77.347,0.011,1.679,0.596,0.933
"137","Particles",0.0001122,0.903,0.014,3168,1945,34.114,0.011,1.341,0.746,0.959
"138","Fragments",0.001,0.537,0.066,4078,1868,74.055,0.036,2.034,0.492,0.816
"27","Particles",0.0003683,0.767,0.026,4087,1707,156.038,0.021,1.088,0.919,0.937
"32","Particles",0.0005702,0.737,0.037,4142,1832,84.114,0.024,1.433,0.698,0.934
"41","Particles",0.0004712,0.752,0.031,4078,1868,70.484,0.022,1.431,0.699,0.957
"139","Particles",0.002,0.668,0.067,2703,2540,159.444,0.047,1.512,0.661,0.917
"28","Particles",5.625e-07,1,0.001,2819,2559,135,0.00075,1,1,1
"140","Particles",0.0002677,0.902,0.021,3816,3068,10.491,0.017,1.208,0.828,0.97
"141","Particles",0.0001735,0.888,0.017,2167,2737,7.595,0.013,1.268,0.789,0.961
"142","Fragments",0.0004067,0.418,0.036,2661,2877,20.487,0.017,2.548,0.392,0.8
"29","Particles",0.0001931,0.635,0.021,2697,2852,5.102,0.014,1.601,0.625,0.91
"143","Particles",0.0002088,0.906,0.018,2686,1634,12.907,0.015,1.243,0.805,0.97
"144","Particles",0.0002575,0.893,0.021,2911,2225,31.675,0.016,1.269,0.788,0.968
"145","Particles",2.939e-05,0.952,0.007,3441,1795,103.241,0.006,1.02,0.98,0.935
"146","Particles",0.0002178,0.906,0.018,2438,1469,167.989,0.016,1.123,0.891,0.966
"147","Particles",0.001,0.886,0.049,2561,2720,168.43,0.038,1.266,0.79,0.984
"148","Particles",0.002,0.649,0.08,3589,2063,37.946,0.031,2.584,0.387,0.977
"149","Particles",0.000241,0.908,0.02,1872,2076,61.477,0.016,1.21,0.826,0.97
"150","Fragments",0.01,0.542,0.142,2602,1791,121.925,0.1,1.288,0.777,0.927
"210","Particles",2.391e-06,0.713,0.003,2671,2083,29.745,0.002,2.264,0.442,0.829
"151","Particles",0.000294,0.876,0.022,3283,2493,27.848,0.017,1.359,0.736,0.972
"152","Particles",0.0001222,0.893,0.015,2395,2981,11.889,0.011,1.325,0.755,0.959
"153","Particles",0.0002731,0.807,0.024,2215,1665,111.297,0.015,1.562,0.64,0.959
"154","Particles",0.0005413,0.871,0.029,3797,2510,109.359,0.025,1.113,0.899,0.97
"155","Particles",0.001,0.8,0.051,2715,2325,154.933,0.038,1.409,0.71,0.977
"156","Particles",2.855e-05,0.976,0.006,3282,2569,125.538,0.006,1.023,0.977,0.942
"157","Particles",7.805e-05,0.923,0.011,3765,2308,147.995,0.01,1.057,0.946,0.953
"158","Particles",0.003,0.76,0.081,578,3836,74.745,0.058,1.29,0.775,0.971
"211","Particles",0.005,0.785,0.093,374,3695,145.027,0.074,1.184,0.844,0.971
"159","Particles",0.0002358,0.761,0.022,3156,1919,170.38,0.015,1.593,0.628,0.941
"160","Particles",0.0003866,0.773,0.03,2409,2691,167.005,0.019,1.504,0.665,0.943
"161","Particles",0.0001015,0.808,0.015,3839,2145,59.036,0.009,1.755,0.57,0.939
"162","Fragments",0.012,0.513,0.218,2290,2110,107.688,0.071,3.104,0.322,0.961
"163","Particles",0.0008245,0.814,0.036,4116,1518,54.669,0.032,1.032,0.969,0.971
"212","Particles",0.0002656,0.842,0.024,3351,2749,64.654,0.015,1.603,0.624,0.971
"164","Particles",0.0002136,0.733,0.024,2626,1465,171.995,0.011,2.292,0.436,0.964
