"","names","cat","area"
"1","plastic11","plastic1",0.00648219
"2","plastic11","plastic1",0.0294268
"3","plastic11","plastic1",0.00306792
"4","plastic11","plastic1",3.909e-05
"5","plastic11","plastic1",0.005
"6","plastic11","plastic1",3.881e-05
"7","plastic11","plastic1",1.392e-05
"8","plastic11","plastic1",0.002567731
"9","plastic11","plastic1",0.0005055
"10","plastic11","plastic1",0.0120015469
"11","plastic11","plastic1",0.0001794
"12","plastic11","plastic1",0.0002921
"13","plastic11","plastic1",0.0011836
"14","plastic11","plastic1",0.00022806
"15","plastic11","plastic1",0.015221
"16","plastic11","plastic1",0.0013387
"17","plastic11","plastic1",0.001437156
"18","plastic11","plastic1",0.005339328
"19","plastic11","plastic1",0.0006957
"20","plastic11","plastic1",0.00250008
"21","plastic11","plastic1",0.00056159
"22","plastic11","plastic1",0.0004262
"23","plastic11","plastic1",0.0086539
"24","plastic11","plastic1",1.505e-05
"25","plastic11","plastic1",0.0082305
"26","plastic11","plastic1",9.309e-05
"27","plastic11","plastic1",0.00023292
