"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"1","Particles",0.000528,0.845,0.03,1866,3771,70.442,0.023,1.317,0.759,0.969
"11","Fragments",0.0001166,0.439,0.018,3381,1486,67.109,0.009,2.15,0.465,0.849
"2","Particles",0.0001696,0.911,0.016,3383,3201,171.87,0.014,1.103,0.907,0.96
"12","Particles",0.0001443,0.826,0.016,3148,405,168.959,0.012,1.245,0.803,0.948
"21","Particles",0.0002697,0.81,0.024,3557,564,31.724,0.015,1.607,0.622,0.969
"3","Particles",0.0001119,0.82,0.014,2206,2263,94.514,0.011,1.311,0.763,0.941
"13","Particles",0.0001793,0.898,0.017,1950,2333,22.521,0.014,1.164,0.859,0.96
"14","Particles",9.83e-05,0.893,0.012,2360,1661,159.864,0.011,1.081,0.925,0.95
"15","Particles",0.0002154,0.886,0.018,2840,1798,32.381,0.016,1.145,0.873,0.961
"16","Fibers",0.0009051,0.278,0.066,2154,3074,141.953,0.026,3.135,0.319,0.799
"22","Fragments",4.219e-07,0.524,0.002,2169,3067,135,0.0005303,4.123,0.243,0.6
"31","Fragments",4.163e-05,0.302,0.012,2370,3264,125.754,0.006,2.011,0.497,0.759
"4","Particles",4.219e-07,0.643,0.001,2154,3071,56.31,0.0006708,2.702,0.37,0.667
"5","Particles",7.031e-07,1,0.001,2186,3090,123.69,0.00075,1.553,0.644,0.909
"6","Particles",7.031e-07,0.873,0.002,2189,3090,135,0.0007955,2.308,0.433,0.769
"7","Particles",2.812e-06,0.815,0.003,2256,3145,156.801,0.002,1.892,0.528,0.769
"8","Particles",6.328e-06,0.663,0.005,2368,3270,24.444,0.002,2.12,0.472,0.789
"9","Particles",8.719e-06,0.782,0.004,2374,3282,160.017,0.003,1.448,0.69,0.873
"10","Particles",1.969e-06,0.675,0.003,2385,3289,45,0.002,1.861,0.537,0.737
"17","Particles",0.0006311,0.61,0.034,2192,3326,143.881,0.025,1.505,0.664,0.903
"23","Particles",8.114e-05,0.866,0.012,2274,3351,73.811,0.009,1.317,0.759,0.941
"32","Particles",4.359e-06,0.777,0.003,2254,3351,130.601,0.002,1.723,0.58,0.805
"18","Fragments",0.007,0.468,0.108,3053,2198,168.807,0.093,1.163,0.86,0.955
"24","Fragments",1.547e-06,0.53,0.003,3212,2328,146.31,0.001,2.624,0.381,0.647
"33","Particles",4.219e-07,0.967,0.001,3236,2085,161.565,0.000375,3,0.333,1
"41","Particles",2.391e-06,0.763,0.003,3199,2097,39.806,0.002,2.222,0.45,0.791
"51","Particles",4.219e-07,1,0.001,3271,2098,45,0.00075,1.464,0.683,0.857
"61","Particles",1.688e-06,0.851,0.002,3136,2128,30.964,0.002,1.524,0.656,0.774
"71","Particles",1.688e-06,0.851,0.002,3311,2156,141.34,0.001,2.057,0.486,0.8
"81","Particles",4.219e-07,0.643,0.001,3327,2171,123.69,0.0006708,2.702,0.37,0.667
"91","Particles",4.219e-07,0.809,0.001,3331,2188,108.435,0.000375,3,0.333,1
"19","Particles",0.0002254,0.922,0.018,3012,1631,12.907,0.016,1.15,0.869,0.972
"25","Particles",0.001,0.663,0.063,2092,3329,49.103,0.024,2.621,0.382,0.974
"110","Particles",0.000289,0.931,0.02,2003,391,169.114,0.019,1.031,0.97,0.975
"111","Particles",0.0007166,0.869,0.036,3201,2151,54.669,0.026,1.39,0.719,0.981
"112","Fragments",0.001,0.552,0.061,1673,2427,50.786,0.027,2.391,0.418,0.87
"113","Particles",8.072e-05,0.925,0.011,4864,2609,164.578,0.01,1.141,0.877,0.953
"114","Fragments",7.988e-05,0.361,0.013,3028,2959,28.072,0.011,1.206,0.829,0.791
"26","Particles",3.516e-06,0.774,0.003,3052,2940,130.601,0.002,2.053,0.487,0.82
"34","Particles",5.344e-06,0.905,0.004,3030,2954,108.435,0.002,1.532,0.653,0.864
"115","Particles",0.003,0.665,0.078,790,1772,164.624,0.05,1.555,0.643,0.891
"27","Particles",1.688e-06,0.781,0.002,947,1851,38.66,0.001,1.856,0.539,0.774
"35","Particles",1.884e-05,0.892,0.006,999,1878,143.13,0.005,1.095,0.914,0.905
"42","Particles",3.628e-05,0.946,0.007,1464,3333,158.749,0.007,1.005,0.995,0.943
"116","Particles",0.002,0.779,0.064,3091,1057,75.719,0.041,1.552,0.644,0.978
"117","Particles",0.0008124,0.722,0.044,2041,739,114.161,0.025,1.746,0.573,0.96
"118","Particles",0.0005636,0.897,0.029,3860,2150,67.094,0.025,1.138,0.879,0.976
"119","Particles",0.0001091,0.882,0.014,3532,558,12.2,0.01,1.406,0.711,0.957
"28","Particles",0.004,0.615,0.105,1831,2504,129.333,0.057,1.913,0.523,0.93
"120","Particles",0.0004552,0.905,0.026,2736,1291,76.569,0.023,1.101,0.908,0.975
"121","Particles",0.0008356,0.903,0.035,2902,2125,59.876,0.031,1.154,0.867,0.981
"122","Particles",0.000577,0.853,0.034,2012,1241,100.934,0.021,1.566,0.639,0.98
"123","Particles",0.0005507,0.827,0.031,2651,2664,158.07,0.024,1.292,0.774,0.97
"124","Particles",0.01,0.648,0.136,2556,1825,121.855,0.096,1.426,0.701,0.982
"29","Particles",5.625e-07,0.611,0.002,2584,2081,153.435,0.0006708,3.493,0.286,0.667
"125","Fragments",0.002,0.446,0.108,2479,1548,30.385,0.038,3.439,0.291,0.855
"210","Particles",0.0006756,0.784,0.037,2672,1481,62.403,0.023,1.499,0.667,0.966
"36","Particles",0.001,0.736,0.055,2536,1539,40.601,0.037,1.508,0.663,0.949
"43","Particles",0.0003368,0.749,0.026,2481,1550,51.34,0.019,1.284,0.779,0.946
"52","Particles",0.0001966,0.892,0.018,2408,1537,98.471,0.015,1.207,0.828,0.962
"62","Particles",0.004,0.704,0.099,3387,2661,168.648,0.05,2.017,0.496,0.955
"126","Particles",0.003,0.776,0.063,1994,2161,146.121,0.055,1.168,0.856,0.977
"127","Particles",6.891e-06,0.943,0.003,3092,1176,130.601,0.003,1.167,0.857,0.907
"211","Particles",0.003,0.852,0.064,3140,1696,78.822,0.054,1.178,0.849,0.983
"128","Particles",0.0008886,0.653,0.041,2175,2260,35.72,0.028,1.47,0.68,0.96
"129","Fibers",0.042,0.294,0.344,2370,2218,138.138,0.182,1.877,0.533,0.91
"212","Fragments",1.688e-06,0.579,0.003,2378,2309,56.31,0.001,2.37,0.422,0.686
"310","Fragments",3.094e-06,0.435,0.004,2439,2530,127.875,0.002,3.524,0.284,0.638
"48","Fragments",1.125e-06,0.429,0.002,2956,2849,161.565,0.001,2.777,0.36,0.593
"53","Particles",1.547e-06,0.976,0.002,2405,2215,158.199,0.001,1.772,0.564,0.846
"63","Particles",2.812e-06,0.838,0.003,2373,2239,33.69,0.002,1.657,0.604,0.816
"72","Particles",3.656e-06,0.76,0.003,2376,2239,135,0.002,1.543,0.648,0.812
"82","Particles",4.219e-07,0.809,0.001,2381,2286,108.435,0.000375,3,0.333,1
"92","Particles",1.406e-06,1,0.002,2681,2294,153.435,0.001,1.236,0.809,0.909
"101","Particles",1.828e-06,1,0.002,2379,2302,45,0.002,1.45,0.69,0.897
"1110","Particles",1.125e-06,0.914,0.002,2774,2319,153.435,0.001,1.435,0.697,0.842
"1210","Particles",9.844e-07,1,0.001,2780,2322,123.69,0.001,1.069,0.936,0.875
"131","Particles",7.031e-07,0.873,0.002,2811,2355,135,0.0007955,2.308,0.433,0.769
"141","Particles",1.266e-06,0.799,0.002,2360,2385,36.87,0.001,1.417,0.706,0.75
"151","Particles",2.672e-06,0.725,0.003,2402,2421,146.31,0.002,1.557,0.642,0.731
"161","Particles",4.219e-07,0.643,0.001,2417,2464,123.69,0.0006708,2.702,0.37,0.667
"171","Particles",5.625e-07,0.857,0.001,2421,2475,123.69,0.00075,2.031,0.492,0.8
"181","Particles",4.219e-07,1,0.001,2979,2500,135,0.00075,1.464,0.683,0.857
"191","Particles",8.438e-07,0.916,0.002,3018,2509,135,0.001,1.593,0.628,0.857
"20","Particles",3.516e-06,0.714,0.003,2430,2522,39.806,0.002,1.556,0.643,0.758
"213","Particles",5.625e-07,1,0.001,3077,2549,146.31,0.00075,2.031,0.492,0.8
"221","Particles",1.969e-06,0.811,0.002,2459,2556,120.964,0.002,1.559,0.641,0.778
"231","Particles",8.438e-07,0.809,0.002,2464,2562,104.036,0.00075,1.809,0.553,0.857
