"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"1","Particles",4.05e-05,0.936,0.008,2039,1045,79.216,0.007,1.126,0.888,0.94
"2","Particles",9.084e-05,0.929,0.012,3025,2018,58.736,0.01,1.244,0.804,0.963
"11","Particles",0.021,0.649,0.221,2690,2225,80.522,0.131,1.758,0.569,0.947
"21","Particles",0.0001274,0.927,0.013,3590,2475,122.347,0.013,1.032,0.969,0.963
"12","Particles",0.00066,0.91,0.03,1973,1294,77.705,0.029,1.034,0.967,0.98
"13","Particles",0.001,0.831,0.052,2486,643,30.256,0.036,1.476,0.678,0.979
"14","Particles",0.000781,0.863,0.037,4198,1703,78.35,0.029,1.229,0.814,0.975
"15","Particles",0.0002032,0.736,0.023,3102,1045,123.179,0.012,2.066,0.484,0.946
"22","Particles",0.0002686,0.822,0.024,2439,2299,5.44,0.015,1.63,0.613,0.966
"16","Particles",0.002,0.836,0.057,2561,1542,150.208,0.041,1.36,0.735,0.984
"23","Particles",3.572e-05,0.917,0.007,3195,2632,152.103,0.007,1.041,0.961,0.922
"3","Particles",0.0001208,0.912,0.013,3769,2846,32.347,0.012,1.101,0.908,0.956
"17","Particles",2.475e-05,0.972,0.006,2100,1881,111.801,0.006,1.044,0.957,0.936
"18","Particles",0.0005761,0.906,0.029,978,2342,156.114,0.026,1.085,0.921,0.978
"19","Particles",1.758e-05,0.968,0.005,2999,1775,15.945,0.005,1.177,0.85,0.919
"110","Particles",2.714e-05,0.95,0.006,4093,2175,118.072,0.006,1.027,0.973,0.926
"24","Particles",0.002,0.7,0.075,3207,2397,137.242,0.05,1.37,0.73,0.927
"31","Particles",0.0001468,0.659,0.019,3298,2595,8.13,0.011,1.832,0.546,0.935
"111","Particles",0.0002493,0.842,0.023,2998,2705,127.057,0.014,1.701,0.588,0.969
"112","Particles",0.001,0.908,0.044,3007,1807,15.68,0.041,1.074,0.931,0.984
"113","Particles",0.0007656,0.898,0.035,2782,1933,50.194,0.028,1.223,0.818,0.981
"114","Particles",0.0002091,0.911,0.018,2825,1342,160.017,0.016,1.108,0.902,0.967
"115","Particles",2.531e-05,0.994,0.006,3879,2332,57.265,0.006,1.072,0.933,0.947
"25","Particles",0.008,0.771,0.11,3727,2569,107.261,0.089,1.22,0.82,0.987
"32","Particles",0.0003461,0.842,0.027,3087,2659,52.334,0.016,1.691,0.591,0.972
"4","Particles",0.000244,0.909,0.02,2918,2725,142.696,0.016,1.213,0.824,0.972
"5","Particles",4.219e-05,0.957,0.008,2570,3274,148.57,0.007,1.04,0.961,0.948
"6","Particles",0.0001553,0.913,0.015,2804,3279,145.125,0.014,1.091,0.917,0.962
"116","Particles",0.0001506,0.906,0.015,2968,1096,112.068,0.013,1.111,0.9,0.959
"26","Particles",6.033e-05,0.903,0.01,3856,1171,141.009,0.008,1.299,0.77,0.945
"117","Particles",4.148e-05,0.941,0.008,2457,1455,35.218,0.007,1.066,0.938,0.942
"27","Particles",4.95e-05,0.911,0.009,2505,1481,70.821,0.007,1.304,0.767,0.955
"118","Particles",0.0002645,0.86,0.022,3183,1609,15.945,0.016,1.348,0.742,0.962
"119","Particles",0.0001131,0.91,0.013,3134,1776,168.69,0.011,1.162,0.861,0.958
"120","Fibers",0.0001508,0.153,0.023,1634,2508,128.956,0.013,1.829,0.547,0.708
"28","Fibers",0.005,0.293,0.105,1453,2783,61.064,0.075,1.512,0.662,0.911
"33","Fragments",1.406e-06,0.403,0.003,1631,2525,75.964,0.00075,4.759,0.21,0.769
"41","Fragments",3.797e-06,0.559,0.004,1617,2585,127.875,0.002,3.755,0.266,0.711
