"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"1","Particles",3.811e-05,0.94,0.007,3204,2637,120.466,0.007,1.036,0.965,0.936
"11","Particles",0.0004611,0.746,0.034,2954,2380,136.79,0.017,2.037,0.491,0.956
"12","Particles",0.001,0.898,0.041,3626,2062,109.759,0.037,1.093,0.915,0.984
"13","Fragments",0.001,0.575,0.054,2540,2772,163.072,0.028,1.915,0.522,0.954
"2","Particles",0.0006771,0.789,0.032,2459,2834,67.584,0.026,1.221,0.819,0.964
"3","Particles",0.0006379,0.674,0.036,2604,2755,138.814,0.028,1.213,0.824,0.969
"14","Particles",1.252e-05,0.965,0.005,3512,2976,165.964,0.004,1.215,0.823,0.908
"15","Particles",0.001,0.814,0.055,1782,2841,97.465,0.032,1.689,0.592,0.981
"16","Particles",0.0001593,0.928,0.015,2853,2951,102.995,0.014,1.043,0.959,0.968
"17","Particles",0.0002856,0.837,0.023,3069,1943,148.092,0.016,1.487,0.672,0.966
"18","Particles",0.001,0.808,0.044,1791,2054,20.898,0.032,1.27,0.787,0.972
"21","Particles",0.002,0.65,0.073,1764,2229,52.896,0.041,1.761,0.568,0.925
"19","Particles",0.0002043,0.867,0.018,2201,2830,163.887,0.016,1.114,0.898,0.958
"110","Particles",0.0001509,0.89,0.016,2792,2354,120.256,0.013,1.192,0.839,0.962
"111","Particles",0.0007905,0.899,0.034,2743,2018,10.081,0.03,1.139,0.878,0.981
"112","Fragments",0.0007262,0.478,0.039,1731,3366,34.902,0.025,1.527,0.655,0.916
"22","Particles",0.0009266,0.811,0.039,3212,2623,123.536,0.032,1.191,0.84,0.975
"31","Particles",1.406e-06,0.887,0.002,1797,3294,126.87,0.001,1.327,0.754,0.8
"4","Particles",1.688e-06,0.719,0.003,1727,3333,116.565,0.001,2.301,0.435,0.828
"5","Particles",4.219e-07,0.809,0.001,1726,3340,108.435,0.000375,3,0.333,1
"6","Particles",2.109e-06,0.804,0.003,1734,3366,135,0.002,1.831,0.546,0.811
"113","Particles",0.0002001,0.915,0.018,3197,2809,31.373,0.015,1.236,0.809,0.97
"114","Particles",0.001,0.643,0.042,2906,1535,69.146,0.032,1.276,0.784,0.956
"23","Particles",7.791e-05,0.922,0.011,2674,1449,125.311,0.009,1.176,0.851,0.952
"32","Particles",4.219e-07,1,0.001,2962,1481,135,0.00075,1.464,0.683,0.857
"115","Particles",0.000231,0.848,0.021,2782,2203,11.31,0.015,1.466,0.682,0.964
"116","Particles",0.0007916,0.808,0.042,3582,2332,126.363,0.023,1.801,0.555,0.977
"117","Particles",0.003,0.792,0.073,2477,2420,86.166,0.057,1.233,0.811,0.979
"24","Particles",0.0001105,0.781,0.016,1844,3145,171.674,0.009,1.674,0.597,0.946
"118","Particles",0.001,0.827,0.042,2851,1935,140.782,0.033,1.268,0.788,0.979
"119","Particles",0.008,0.751,0.124,2355,2179,58.142,0.085,1.383,0.723,0.949
"120","Particles",2.109e-06,0.746,0.002,2686,3106,108.435,0.002,1.575,0.635,0.789
"121","Particles",0.002,0.715,0.05,2822,1686,102.575,0.042,1.162,0.86,0.973
"25","Particles",0.0002431,0.883,0.02,3514,1905,7.524,0.016,1.267,0.789,0.966
"122","Particles",0.0001643,0.796,0.019,3429,1619,66.501,0.012,1.679,0.596,0.949
"26","Particles",0.004,0.821,0.08,2508,2497,62.468,0.063,1.257,0.796,0.984
"123","Particles",0.002,0.882,0.049,3138,3134,12.433,0.042,1.13,0.885,0.982
"124","Particles",0.0009181,0.884,0.04,1984,2355,79.315,0.03,1.332,0.751,0.983
