"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"117","Particles",0.0004687,0.851,0.031,1785,1522,99.118,0.019,1.586,0.63,0.978
"118","Particles",0.0004462,0.907,0.025,2731,2422,157.714,0.024,1.035,0.966,0.974
"119","Particles",9.773e-05,0.893,0.013,3038,3160,79.992,0.01,1.324,0.755,0.957
"120","Fragments",0.000648,0.334,0.035,2852,914,113.839,0.027,1.298,0.771,0.905
"212","Fragments",1.828e-06,0.584,0.003,2832,975,129.806,0.001,2.846,0.351,0.684
"38","Particles",7.031e-07,1,0.001,2834,988,56.31,0.00075,1.553,0.644,0.909
"44","Particles",3.797e-06,0.624,0.004,2881,1001,16.699,0.001,3.074,0.325,0.818
"52","Particles",0.0003284,0.838,0.026,1351,3632,39.699,0.016,1.587,0.63,0.967
"121","Particles",0.0003381,0.906,0.022,2456,1867,170.218,0.021,1.067,0.938,0.971
"213","Particles",3.684e-05,0.916,0.008,3809,1888,48.814,0.006,1.268,0.789,0.937
"122","Particles",0.0008892,0.905,0.035,3036,815,163.301,0.032,1.075,0.93,0.981
"123","Fragments",2.742e-05,0.551,0.007,3694,3378,130.601,0.006,1.075,0.93,0.835
"124","Particles",0.001,0.718,0.039,2797,1040,6.645,0.037,1.019,0.982,0.965
"125","Particles",0.001,0.788,0.046,3116,1243,99.31,0.029,1.593,0.628,0.972
"126","Particles",0.0006341,0.759,0.036,3543,1348,70.067,0.023,1.626,0.615,0.966
"214","Particles",0.002,0.778,0.049,2392,2067,22.286,0.039,1.23,0.813,0.973
"127","Particles",0.0001035,0.919,0.012,3296,693,14.036,0.011,1.094,0.914,0.958
"215","Particles",0.0001697,0.877,0.016,3292,834,170.538,0.014,1.126,0.888,0.955
"39","Particles",0.0002019,0.916,0.017,3300,1178,13.736,0.015,1.124,0.89,0.967
"45","Particles",0.0003406,0.881,0.023,3322,1510,68.895,0.02,1.154,0.867,0.969
"53","Particles",0.0001115,0.721,0.014,3318,1637,38.418,0.011,1.196,0.836,0.927
"62","Particles",0.0002769,0.883,0.021,3363,1769,95.102,0.016,1.268,0.789,0.969
"72","Particles",0.000334,0.76,0.024,3364,2139,83.758,0.018,1.331,0.751,0.958
"81","Particles",7.72e-05,0.879,0.011,3348,2285,58.392,0.009,1.209,0.827,0.943
"91","Particles",0.0002848,0.89,0.023,3347,2461,68.895,0.017,1.387,0.721,0.972
"101","Particles",0.001,0.695,0.046,2463,2922,83.4,0.038,1.135,0.881,0.966
"128","Particles",3.305e-05,0.872,0.007,3674,479,147.995,0.006,1.05,0.953,0.92
"216","Particles",4.683e-05,0.894,0.009,3444,1940,41.634,0.007,1.24,0.806,0.937
"310","Particles",6.609e-05,0.601,0.014,3446,2116,71.075,0.007,2.04,0.49,0.889
"46","Particles",0.0001087,0.776,0.016,3460,2256,73.686,0.009,1.857,0.538,0.934
"54","Particles",0.0001011,0.93,0.012,3238,2600,142.431,0.011,1.113,0.898,0.958
"129","Particles",0.0004376,0.875,0.027,2454,2231,32.171,0.02,1.343,0.745,0.976
"130","Fragments",0.0002905,0.496,0.023,3293,1442,29.055,0.018,1.346,0.743,0.911
"217","Particles",4.078e-06,0.638,0.004,3309,1405,16.699,0.002,2.733,0.366,0.879
"311","Particles",0.0006068,0.766,0.039,2445,1566,84.508,0.019,2.049,0.488,0.981
"47","Particles",7.031e-07,1,0.001,3548,1733,33.69,0.00075,1.553,0.644,0.909
"55","Particles",0.0001081,0.661,0.015,3529,1759,34.509,0.01,1.455,0.687,0.911
"63","Particles",0.003,0.667,0.086,2751,1903,93.997,0.056,1.52,0.658,0.975
"73","Particles",5.625e-07,1,0.001,2819,1955,135,0.00075,1,1,1
"82","Particles",1.266e-06,1,0.002,2828,1995,63.435,0.001,1.34,0.746,0.857
"131","Particles",0.0005432,0.866,0.031,2123,1638,105.562,0.023,1.362,0.734,0.975
"132","Fragments",0.0002116,0.342,0.025,3318,640,173.089,0.013,2.407,0.415,0.83
"218","Fragments",0.0004447,0.544,0.035,3122,1849,84.531,0.018,1.962,0.51,0.933
"312","Particles",1.688e-06,0.781,0.002,3338,659,158.199,0.002,1.238,0.808,0.75
"48","Particles",2.531e-06,0.645,0.003,3347,657,116.565,0.002,1.399,0.715,0.75
"56","Particles",0.00065,0.617,0.033,3324,850,42.672,0.027,1.103,0.907,0.951
"64","Particles",0.0006012,0.873,0.031,3315,1319,33.69,0.026,1.178,0.849,0.975
"74","Particles",0.0007737,0.778,0.039,3329,1512,54.782,0.026,1.508,0.663,0.973
"83","Particles",0.0005712,0.809,0.035,3344,1679,65.353,0.022,1.622,0.617,0.973
"92","Particles",0.000546,0.712,0.036,3339,1824,42.075,0.02,1.841,0.543,0.962
"102","Particles",0.0005185,0.607,0.038,3314,1966,32.905,0.019,1.987,0.503,0.945
"1110","Particles",0.0002443,0.733,0.021,3118,2117,73.496,0.016,1.254,0.798,0.948
"1210","Particles",2.138e-05,0.939,0.006,3136,2233,165.069,0.005,1.08,0.926,0.91
"133","Particles",0.001,0.76,0.049,1900,2292,122.237,0.038,1.289,0.776,0.973
"141","Particles",8.691e-05,0.666,0.014,3186,2576,10.713,0.008,1.761,0.568,0.924
"134","Particles",0.000596,0.909,0.031,2802,1524,149.036,0.026,1.198,0.835,0.981
"219","Particles",4.514e-05,0.876,0.009,1861,2337,23.499,0.007,1.337,0.748,0.933
"313","Particles",1.139e-05,0.971,0.004,1908,3124,59.036,0.004,1.049,0.953,0.931
"49","Particles",0.0001342,0.842,0.016,1885,3763,30.069,0.011,1.552,0.645,0.952
"135","Particles",0.0007443,0.775,0.042,2561,648,81.293,0.022,1.863,0.537,0.978
"136","Particles",0.001,0.676,0.046,2684,2131,78.69,0.035,1.32,0.758,0.953
"137","Particles",0.0001607,0.834,0.018,1570,3038,57.995,0.012,1.471,0.68,0.951
"220","Particles",0.0002156,0.831,0.019,1341,3321,22.443,0.016,1.179,0.848,0.964
"314","Particles",0.0001973,0.902,0.018,1348,3457,108.435,0.015,1.205,0.83,0.963
"410","Particles",0.0002697,0.881,0.022,2494,3659,99.951,0.016,1.358,0.736,0.97
"138","Particles",0.0006594,0.784,0.037,1813,1988,174.174,0.022,1.678,0.596,0.974
"221","Particles",0.004,0.648,0.086,3343,2162,150.97,0.057,1.489,0.671,0.974
"315","Particles",0.0007141,0.833,0.036,1826,2197,31.686,0.026,1.367,0.731,0.977
"411","Particles",4.219e-07,1,0.001,3378,2140,45,0.00075,1.464,0.683,0.857
"57","Particles",1.969e-06,0.811,0.002,3357,2148,170.538,0.002,1.518,0.659,0.778
"65","Particles",1.969e-06,0.993,0.002,3353,2151,149.036,0.002,1.601,0.625,0.848
"75","Particles",1.406e-06,0.674,0.002,3343,2190,71.565,0.00075,2.953,0.339,0.909
"84","Particles",0.0003666,0.822,0.027,1825,2343,12.875,0.018,1.512,0.661,0.968
"93","Particles",0.0002507,0.714,0.021,1847,2544,33.111,0.017,1.21,0.826,0.95
"139","Fragments",0.0001516,0.553,0.018,3338,1147,50.194,0.012,1.526,0.655,0.895
"222","Fragments",0.0002575,0.527,0.024,3595,1414,72.429,0.015,1.474,0.678,0.919
"316","Particles",0.0003535,0.833,0.025,3587,1142,69.944,0.019,1.359,0.736,0.962
"412","Particles",0.0003132,0.659,0.025,3609,1598,55.582,0.017,1.45,0.69,0.938
"58","Particles",0.0003402,0.735,0.028,1715,1657,126.254,0.015,1.835,0.545,0.939
"66","Particles",0.0001852,0.823,0.019,1777,1691,108.435,0.014,1.286,0.777,0.941
"140","Fragments",0.002,0.427,0.075,1843,1651,8.089,0.041,1.793,0.558,0.916
"223","Particles",0.0002701,0.78,0.024,3609,1075,52.046,0.015,1.523,0.657,0.957
"317","Particles",0.0001304,0.766,0.016,3604,1109,39.289,0.012,1.237,0.808,0.931
"413","Particles",0.0001706,0.84,0.019,3635,1376,74.846,0.012,1.572,0.636,0.959
"59","Particles",0.0001146,0.81,0.015,3654,1543,74.249,0.01,1.541,0.649,0.949
"67","Particles",5.063e-06,0.761,0.004,1949,1592,168.69,0.002,2.05,0.488,0.818
"76","Particles",1.688e-06,0.754,0.003,1887,1612,45,0.001,2.877,0.348,0.774
"85","Particles",2.531e-06,0.868,0.003,1876,1663,123.69,0.002,2.05,0.488,0.818
"94","Particles",0.0001887,0.746,0.022,3677,1725,78.111,0.011,1.991,0.502,0.953
"103","Particles",0.0001823,0.857,0.019,3670,1804,95.711,0.012,1.494,0.669,0.958
"1111","Particles",0.0001479,0.85,0.017,3664,2017,58.815,0.012,1.401,0.714,0.949
"1211","Particles",9.098e-05,0.903,0.012,3662,2149,56.31,0.01,1.209,0.827,0.955
"1310","Particles",0.0001437,0.876,0.016,3649,2318,56.31,0.012,1.366,0.732,0.956
"142","Particles",0.0001221,0.931,0.014,3664,2485,58.496,0.012,1.129,0.886,0.962
"143","Fragments",3.023e-05,0.335,0.01,1673,4000,13.496,0.005,1.612,0.62,0.81
"224","Particles",0.005,0.691,0.091,2185,2218,61.427,0.071,1.249,0.801,0.98
"318","Particles",0.0001292,0.864,0.016,1627,2178,11.041,0.011,1.445,0.692,0.959
"414","Particles",4.219e-07,1,0.001,2295,2187,45,0.00075,1.464,0.683,0.857
"510","Particles",0.0002149,0.759,0.021,1624,2349,16.798,0.014,1.556,0.643,0.957
"68","Particles",0.0004199,0.771,0.03,1630,3456,170.77,0.018,1.746,0.573,0.967
"77","Particles",0.0004043,0.764,0.029,1652,3623,174.068,0.018,1.668,0.599,0.955
"86","Particles",0.0001458,0.824,0.016,1649,3795,169.461,0.012,1.368,0.731,0.942
"95","Particles",1.688e-06,0.695,0.002,1692,3990,149.036,0.002,1.312,0.762,0.706
"104","Particles",5.625e-07,1,0.001,1675,3991,161.565,0.00075,1.468,0.681,0.8
"1112","Particles",3.234e-06,0.992,0.003,1694,4000,56.31,0.002,1.503,0.665,0.979
"144","Particles",9.141e-05,0.842,0.013,3173,714,53.13,0.009,1.437,0.696,0.937
"225","Particles",0.0005285,0.744,0.033,3357,1513,170.961,0.023,1.507,0.663,0.959
"319","Particles",0.0002708,0.814,0.024,3437,1691,73.56,0.015,1.606,0.623,0.963
"415","Particles",0.0004897,0.89,0.027,2860,1931,157.319,0.023,1.156,0.865,0.974
"511","Particles",0.0002846,0.825,0.024,3459,1980,66.682,0.016,1.461,0.684,0.959
"145","Particles",3.431e-05,0.847,0.007,3830,1225,55.491,0.007,1.062,0.942,0.919
"226","Particles",0.0002507,0.782,0.023,3577,2145,54.246,0.014,1.691,0.591,0.955
"320","Particles",0.001,0.709,0.045,2841,2245,58.955,0.04,1.106,0.905,0.964
"416","Particles",0.0001402,0.86,0.016,1249,3048,27.181,0.012,1.272,0.786,0.953
"146","Particles",4.373e-05,0.932,0.008,2753,2046,37.405,0.007,1.054,0.949,0.942
"227","Particles",6.286e-05,0.76,0.01,1767,2462,169.509,0.009,1.149,0.87,0.901
"147","Particles",0.000119,0.846,0.013,1590,3414,158.499,0.012,1.071,0.934,0.943
"228","Particles",5.639e-05,0.832,0.009,1618,3897,126.87,0.008,1.06,0.943,0.944
"148","Fragments",0.002,0.468,0.069,2351,2545,150.524,0.043,1.645,0.608,0.938
"229","Particles",5.625e-07,1,0.001,2397,2650,135,0.00075,1,1,1
"321","Particles",1.688e-06,0.851,0.002,2422,2661,141.34,0.001,2.148,0.465,0.8
"417","Particles",0.0004683,0.89,0.026,1776,3728,95.877,0.024,1.052,0.951,0.971
"149","Particles",0.0002128,0.612,0.018,3518,1735,8.297,0.016,1.151,0.869,0.935
"230","Particles",0.002,0.888,0.05,3687,1955,60.945,0.038,1.311,0.763,0.986
"322","Particles",0.0002735,0.737,0.025,3519,1958,60.69,0.016,1.566,0.639,0.945
"150","Fragments",0.007,0.586,0.109,2239,2238,169.66,0.088,1.269,0.788,0.934
"231","Fragments",5.625e-07,0.393,0.002,2289,2143,45,0.0005303,5.568,0.18,0.571
"323","Particles",8.438e-07,0.769,0.002,2284,2332,143.13,0.0009487,2.391,0.418,0.706
"418","Particles",0.0002834,0.704,0.022,1765,2639,52.734,0.018,1.25,0.8,0.94
"512","Particles",0.0005659,0.844,0.03,1768,2839,58.069,0.025,1.208,0.828,0.971
"69","Particles",0.0003472,0.808,0.023,1754,2935,163.926,0.02,1.129,0.886,0.955
"151","Particles",0.0001036,0.838,0.013,1758,3439,71.03,0.011,1.131,0.884,0.947
"232","Particles",0.0001818,0.809,0.017,1740,3621,50.356,0.014,1.174,0.852,0.936
"324","Particles",0.0002722,0.847,0.023,1691,3764,7.595,0.015,1.463,0.683,0.964
"419","Particles",0.0003406,0.911,0.023,3069,3862,119.982,0.02,1.136,0.88,0.974
"152","Particles",0.001,0.875,0.048,2121,2465,166.399,0.035,1.296,0.771,0.98
"153","Particles",0.001,0.724,0.044,2639,1915,120.964,0.034,1.341,0.746,0.967
"154","Particles",0.0005264,0.908,0.029,2045,1981,156.801,0.024,1.185,0.844,0.979
"155","Fragments",0.0001259,0.471,0.017,3199,1042,101.56,0.012,1.493,0.67,0.838
"233","Fragments",0.002,0.369,0.071,1634,2803,46.931,0.041,2.004,0.499,0.847
"325","Particles",4.219e-07,1,0.001,3214,1070,135,0.00075,1.464,0.683,0.857
"420","Particles",4.219e-07,1,0.001,3201,1083,135,0.00075,1.464,0.683,0.857
"156","Particles",0.003,0.671,0.068,2576,3128,172.093,0.052,1.309,0.764,0.973
"157","Fragments",0.0002815,0.476,0.022,2235,1748,170.049,0.018,1.205,0.83,0.896
"234","Particles",5.625e-07,0.857,0.001,2256,1777,123.69,0.00075,2,0.5,0.8
