"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"128","Particles",0.0007065,0.899,0.033,3049,2504,20.943,0.028,1.142,0.875,0.979
"129","Particles",0.0004558,0.906,0.026,3374,2209,106.621,0.022,1.161,0.861,0.978
"130","Particles",0.0007819,0.905,0.033,2673,2110,59.37,0.031,1.052,0.951,0.981
"22","Particles",0.0001336,0.915,0.014,2390,2359,150.642,0.013,1.042,0.959,0.961
"31","Particles",0.002,0.659,0.054,2721,2408,175.203,0.046,1.196,0.836,0.944
"131","Particles",0.0003645,0.883,0.025,1925,2881,52.958,0.019,1.287,0.777,0.973
"132","Particles",0.0003066,0.869,0.024,1965,2507,67.865,0.017,1.378,0.726,0.971
"133","Particles",0.001,0.857,0.042,2506,2054,144.881,0.034,1.183,0.846,0.981
"134","Particles",0.0001291,0.916,0.014,1985,1563,36.254,0.012,1.126,0.888,0.961
"135","Particles",0.0004823,0.868,0.028,2000,415,112.087,0.023,1.225,0.816,0.975
"136","Particles",0.000174,0.906,0.016,1256,2789,23.025,0.014,1.131,0.884,0.966
"137","Particles",0.0002192,0.887,0.02,3332,2412,52.028,0.015,1.324,0.756,0.967
"138","Particles",7.58e-05,0.914,0.011,1097,3743,101.689,0.009,1.187,0.842,0.95
"139","Particles",0.0005823,0.623,0.035,2207,2018,137.643,0.024,1.401,0.714,0.959
"140","Particles",0.0002327,0.917,0.019,424,1510,165.964,0.017,1.099,0.91,0.972
"23","Particles",0.001,0.833,0.05,2203,3865,10.46,0.032,1.577,0.634,0.983
"141","Particles",0.0004707,0.874,0.029,2420,2156,23.587,0.021,1.383,0.723,0.975
"142","Particles",0.0003316,0.886,0.023,2919,2291,75.735,0.018,1.252,0.799,0.971
"143","Particles",0.001,0.814,0.051,2712,1742,160.489,0.029,1.707,0.586,0.983
"144","Particles",0.0001565,0.886,0.017,2796,1454,103.092,0.012,1.344,0.744,0.963
"145","Particles",0.0009091,0.628,0.054,1844,3423,105.781,0.023,2.47,0.405,0.971
"146","Particles",0.002,0.79,0.062,2260,2459,99.349,0.033,1.872,0.534,0.986
"147","Particles",5.639e-05,0.945,0.009,2082,1970,55.008,0.008,1.077,0.929,0.954
"148","Particles",9.563e-06,0.926,0.005,3379,3239,124.992,0.003,1.427,0.701,0.919
"149","Particles",0.000146,0.798,0.018,3129,677,98.471,0.01,1.715,0.583,0.954
"150","Particles",0.0006545,0.791,0.038,2581,1696,75.689,0.022,1.715,0.583,0.97
"151","Particles",4.05e-05,0.936,0.008,494,2029,125.218,0.007,1.072,0.933,0.938
"152","Particles",0.0001448,0.913,0.014,3276,2188,71.565,0.013,1.041,0.961,0.959
"153","Particles",0.0002839,0.815,0.025,2224,2003,147.995,0.015,1.657,0.603,0.966
"154","Particles",0.0002407,0.844,0.022,3716,1691,104.995,0.014,1.536,0.651,0.965
"155","Particles",0.002,0.871,0.059,2043,3487,51.965,0.048,1.227,0.815,0.987
"156","Particles",0.005,0.81,0.103,2075,3275,34.616,0.062,1.672,0.598,0.986
"157","Particles",0.0001727,0.884,0.017,3213,2084,142.883,0.013,1.323,0.756,0.961
"24","Particles",0.0002575,0.896,0.021,2020,2956,128.501,0.016,1.31,0.763,0.971
"158","Particles",0.0001018,0.879,0.014,1983,1940,173.83,0.009,1.421,0.704,0.957
"159","Particles",1.645e-05,0.944,0.005,2879,1264,158.962,0.005,1.1,0.909,0.921
"160","Particles",0.006,0.827,0.103,3123,2781,111.724,0.069,1.477,0.677,0.987
"161","Particles",0.0004004,0.837,0.029,3366,1765,120.203,0.018,1.623,0.616,0.971
"162","Particles",0.0002063,0.847,0.02,1977,2988,99.638,0.013,1.545,0.647,0.965
"163","Fragments",7.031e-07,0.462,0.002,2875,2046,111.801,0.0007276,3.678,0.272,0.667
"25","Fragments",0.003,0.509,0.071,2726,2227,156.562,0.052,1.307,0.765,0.918
"32","Fragments",4.219e-06,0.479,0.005,2886,2214,141.34,0.002,3.815,0.262,0.652
"4","Particles",0.0006916,0.799,0.031,2816,2097,54.782,0.029,1.046,0.956,0.966
"5","Particles",5.625e-07,1,0.001,2839,2175,135,0.00075,1,1,1
"6","Particles",2.109e-06,0.804,0.002,2851,2177,161.565,0.001,1.747,0.572,0.789
"7","Particles",4.219e-07,0.754,0.001,2870,2183,146.31,0.0006708,2.702,0.37,0.667
"8","Particles",9.844e-07,0.718,0.002,2883,2195,116.565,0.001,1.579,0.633,0.737
"9","Particles",7.031e-07,1,0.001,2883,2211,123.69,0.00075,1.553,0.644,0.909
"164","Particles",1.575e-05,0.973,0.005,2612,1565,53.973,0.004,1.165,0.859,0.926
"165","Particles",0.0004852,0.78,0.035,3227,1701,81.347,0.018,1.962,0.51,0.976
"166","Particles",0.001,0.843,0.048,2326,2380,85.05,0.03,1.579,0.633,0.984
"167","Particles",0.000191,0.91,0.018,1624,2778,149.657,0.014,1.248,0.801,0.968
"168","Particles",1.702e-05,0.977,0.005,2104,2189,158.962,0.005,1.116,0.896,0.924
"169","Particles",0.0002264,0.889,0.02,3115,1531,35.789,0.015,1.342,0.745,0.968
"170","Particles",0.0009655,0.811,0.046,3361,1884,52.289,0.027,1.723,0.58,0.979
"171","Particles",0.0004302,0.786,0.026,2269,1087,166.569,0.022,1.136,0.88,0.958
"26","Particles",4.978e-05,0.78,0.009,2577,1633,31.759,0.007,1.228,0.814,0.914
"33","Particles",0.0008573,0.808,0.037,2518,2324,168.232,0.03,1.202,0.832,0.968
"41","Particles",4.219e-07,0.967,0.001,2583,2376,161.565,0.000375,3,0.333,1
"172","Particles",0.0009101,0.718,0.047,2978,1915,6.442,0.027,1.81,0.552,0.918
