"","names","cat","area"
"1","plastic2","plastic",7.973e-05
"2","plastic2","plastic",0.000916435
"3","plastic2","plastic",0.0084009
"4","plastic2","plastic",0.002
"5","plastic2","plastic",0.0100562472
"6","plastic2","plastic",0.007003657
"7","plastic2","plastic",0.002144
"8","plastic2","plastic",0.009983
"9","plastic2","plastic",0.0017704
"10","plastic2","plastic",0.0063008342
"11","plastic2","plastic",0.02421965
"12","plastic2","plastic",0.0136242286
"13","plastic2","plastic",0.002
"14","plastic2","plastic",0.0002358
"15","plastic2","plastic",0.0132336529
"16","plastic2","plastic",0.0106459
"17","plastic2","plastic",0.0006833
"18","plastic2","plastic",0.039001125
"19","plastic2","plastic",0.0002876
"20","plastic2","plastic",0.0005139719
"21","plastic2","plastic",0.0012269
"22","plastic2","plastic",0.0039949444
"23","plastic2","plastic",0.00934616
"24","plastic2","plastic",2.405e-05
"25","plastic2","plastic",0.0226164438
"26","plastic2","plastic",0.0049098
"27","plastic2","plastic",0.000984
"28","plastic2","plastic",0.003
"29","plastic2","plastic",0.0007748
"30","plastic2","plastic",0.000481037
"31","plastic2","plastic",0.0098158
"32","plastic2","plastic",0.0023119
