"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"1","Particles",0.0001645,0.916,0.016,2477,1864,140.711,0.014,1.168,0.856,0.966
"11","Particles",4.345e-05,0.95,0.008,3833,735,125.838,0.007,1.168,0.856,0.952
"2","Particles",0.0007311,0.651,0.047,2404,1993,102.824,0.02,2.38,0.42,0.953
"3","Particles",0.0001869,0.92,0.017,2805,2240,31.185,0.015,1.107,0.903,0.969
"12","Particles",6.806e-05,0.94,0.01,3941,2058,142.696,0.009,1.035,0.966,0.957
"13","Particles",2.32e-05,0.88,0.006,2725,2923,162.646,0.005,1.138,0.878,0.899
"14","Particles",3.375e-05,0.964,0.007,2979,1390,122.005,0.006,1.038,0.963,0.947
"15","Fragments",0.001,0.478,0.043,2237,3410,118.131,0.037,1.093,0.915,0.935
"21","Fragments",8.438e-07,0.555,0.002,2310,3473,68.199,0.00075,3.254,0.307,0.75
"31","Particles",7.172e-05,0.943,0.01,3405,1377,146.889,0.009,1.075,0.93,0.959
"4","Particles",4.219e-07,1,0.001,2250,3406,135,0.00075,1.464,0.683,0.857
"5","Particles",4.078e-06,0.802,0.003,2223,3445,96.34,0.002,1.974,0.506,0.906
"6","Particles",4.219e-06,0.679,0.003,2211,3466,54.462,0.003,1.101,0.908,0.769
"16","Fragments",0.002,0.403,0.053,2217,3388,118.578,0.041,1.259,0.794,0.935
"22","Fragments",1.969e-06,0.472,0.003,2205,3411,105.945,0.001,2.744,0.364,0.757
"32","Particles",1.266e-06,1,0.002,2261,3389,135,0.001,1,1,1
"41","Particles",7.031e-07,1,0.001,2203,3422,56.31,0.00075,1.553,0.644,0.909
"51","Particles",1.547e-06,0.78,0.002,2205,3447,68.199,0.001,1.432,0.698,0.759
"61","Particles",1.406e-06,1,0.002,2213,3475,116.565,0.001,1.236,0.809,0.909
"17","Particles",0.0002403,0.886,0.02,3845,1914,85.601,0.016,1.18,0.847,0.963
"18","Particles",0.0001472,0.882,0.016,3407,1492,34.778,0.012,1.403,0.713,0.96
"19","Particles",9.703e-06,0.939,0.005,3870,1595,24.444,0.003,1.47,0.68,0.92
"110","Particles",0.0005947,0.872,0.029,2735,1819,56.725,0.027,1.043,0.958,0.974
"111","Particles",0.0003105,0.774,0.022,3063,1186,44.31,0.019,1.145,0.873,0.955
"112","Particles",2.32e-05,0.944,0.006,3273,2108,124.695,0.005,1.08,0.926,0.935
"113","Particles",0.0001174,0.882,0.015,3842,1724,142.253,0.011,1.372,0.729,0.953
"114","Fragments",0.0002464,0.56,0.022,3039,2240,36.674,0.016,1.455,0.687,0.905
"23","Particles",5.625e-07,1,0.001,3048,2247,161.565,0.00075,1.468,0.681,0.8
"115","Particles",0.0005539,0.903,0.029,2444,820,10.305,0.025,1.163,0.86,0.978
"24","Particles",5.147e-05,0.956,0.009,3783,2066,124.38,0.008,1.019,0.981,0.958
"116","Particles",0.0003921,0.888,0.025,445,2008,174.883,0.02,1.248,0.801,0.973
