"","names","cat","area"
"1","paper13","paper1",0.004
"2","paper13","paper1",3.136e-05
"3","paper13","paper1",0.0048104
"4","paper13","paper1",3.5433e-05
"5","paper13","paper1",4.317e-05
"6","paper13","paper1",0.006
"7","paper13","paper1",0.0007615
"8","paper13","paper1",0.00103403
"9","paper13","paper1",0.00026498
"10","paper13","paper1",0.0001185
"11","paper13","paper1",0.0003036
"12","paper13","paper1",0.01242906
"13","paper13","paper1",0.0034067
"14","paper13","paper1",0.0006964
"15","paper13","paper1",0.0029948
"16","paper13","paper1",0.0004338
"17","paper13","paper1",0.0021013
"18","paper13","paper1",0.0006421
