"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"81","Particles",0.0001171,0.932,0.013,1777,3136,145.408,0.012,1.106,0.904,0.963
"134","Particles",0.0001863,0.848,0.019,1966,2203,109.134,0.012,1.573,0.636,0.966
"135","Particles",0.0002302,0.854,0.019,2028,3175,41.73,0.016,1.072,0.933,0.962
"136","Particles",0.0001942,0.806,0.019,2750,1204,101.31,0.014,1.376,0.727,0.953
"137","Particles",0.0001052,0.934,0.012,3289,889,156.571,0.011,1.049,0.953,0.963
"138","Fragments",0.001,0.354,0.063,3149,1380,148.282,0.036,1.941,0.515,0.866
"211","Particles",7.031e-07,0.873,0.002,3196,1399,135,0.0007955,2.308,0.433,0.769
"36","Particles",8.438e-07,1,0.001,3287,1444,123.69,0.00075,1.5,0.667,1
"45","Particles",1.688e-06,0.781,0.002,3290,1446,120.964,0.002,1.546,0.647,0.774
"52","Particles",2.25e-06,0.795,0.003,3291,1452,123.69,0.001,2.267,0.441,0.821
"62","Particles",2.531e-06,0.808,0.003,3178,1453,129.806,0.001,2.347,0.426,0.818
"72","Particles",5.625e-07,0.611,0.002,3210,1497,153.435,0.0006708,3.493,0.286,0.667
"139","Particles",0.0003954,0.822,0.03,2755,1736,79.824,0.017,1.736,0.576,0.976
"140","Particles",6.863e-05,0.91,0.01,2228,1890,107.103,0.009,1.067,0.937,0.943
"141","Fragments",0.001,0.33,0.054,2613,1782,143.448,0.025,2.331,0.429,0.883
"212","Particles",1.406e-06,1,0.002,2672,1800,36.87,0.001,1.551,0.645,0.909
"37","Particles",1.125e-06,1,0.002,2694,1811,143.13,0.001,1.939,0.516,0.842
"46","Particles",0.001,0.883,0.041,3399,1974,51.009,0.034,1.159,0.863,0.983
"142","Particles",4.641e-06,0.865,0.003,2650,1821,54.462,0.002,1.145,0.873,0.88
"143","Particles",0.0002895,0.728,0.024,3039,1019,9.019,0.016,1.487,0.673,0.942
"144","Particles",0.0009842,0.814,0.045,2755,3101,93.311,0.027,1.65,0.606,0.982
"145","Particles",2.531e-05,0.615,0.01,3188,2691,96.582,0.003,3.116,0.321,0.905
"213","Particles",0.0001457,0.681,0.015,2864,3388,30.466,0.014,1.026,0.975,0.92
"146","Particles",0.002,0.797,0.061,2211,881,97.829,0.039,1.551,0.645,0.978
"214","Particles",0.0002891,0.873,0.023,2984,2190,161.274,0.016,1.423,0.703,0.973
"38","Particles",0.001,0.836,0.048,3225,3062,132.455,0.032,1.48,0.676,0.983
"147","Particles",0.0006886,0.896,0.033,2288,1902,8.499,0.027,1.206,0.829,0.98
"148","Particles",0.0006796,0.821,0.038,2879,1845,156.501,0.023,1.683,0.594,0.973
"149","Particles",5.133e-05,0.925,0.009,1839,2299,7.431,0.008,1.045,0.957,0.94
"150","Particles",0.003,0.745,0.071,3337,2509,35.116,0.051,1.373,0.728,0.969
"151","Particles",0.0007138,0.835,0.037,2165,1487,12.907,0.024,1.523,0.656,0.974
"152","Particles",0.0007719,0.842,0.039,2415,1783,125.538,0.026,1.509,0.663,0.977
"153","Particles",0.0001735,0.908,0.016,2702,840,55.222,0.014,1.162,0.86,0.963
"154","Fragments",0.0005144,0.495,0.039,3257,2098,53.13,0.018,2.091,0.478,0.941
"155","Particles",0.0003548,0.893,0.024,3101,2408,101.842,0.019,1.201,0.833,0.971
"156","Particles",0.001,0.706,0.048,1824,1586,119.186,0.033,1.37,0.73,0.915
"157","Particles",0.0007047,0.864,0.036,3283,2101,158.311,0.028,1.291,0.775,0.976
"215","Particles",0.0001228,0.893,0.015,1779,2129,32.471,0.011,1.329,0.753,0.959
"39","Particles",0.0007989,0.913,0.033,2992,2294,105.593,0.031,1.066,0.938,0.983
"158","Particles",7.523e-05,0.83,0.011,1884,1094,42.274,0.01,1.125,0.889,0.931
"216","Particles",0.0001645,0.916,0.016,2841,1422,59.744,0.014,1.115,0.897,0.964
"310","Particles",0.0002683,0.908,0.02,2930,2609,66.371,0.018,1.082,0.924,0.968
"159","Particles",0.002,0.63,0.054,2584,932,81.132,0.042,1.286,0.778,0.953
"217","Particles",0.0007452,0.682,0.034,3229,3212,95.648,0.03,1.125,0.889,0.956
"160","Fragments",0.003,0.519,0.098,2003,2086,114.317,0.049,1.997,0.501,0.933
"218","Particles",0.003,0.604,0.097,2003,2086,105.43,0.049,1.975,0.506,0.942
"311","Particles",2.531e-06,0.996,0.002,2106,2295,128.66,0.002,1.372,0.729,0.947
"161","Particles",7.931e-05,0.931,0.011,2054,1757,148.392,0.009,1.247,0.802,0.962
"162","Particles",0.0001745,0.864,0.018,1920,2562,157.109,0.013,1.487,0.672,0.962
"163","Particles",0.005,0.833,0.101,4114,1606,162.646,0.071,1.447,0.691,0.987
"219","Particles",0.0002107,0.879,0.02,1625,1745,158.806,0.014,1.408,0.71,0.967
"164","Particles",0.006,0.818,0.096,3322,1028,112.051,0.08,1.186,0.843,0.985
"165","Particles",0.0003302,0.741,0.029,2219,1874,140.763,0.015,1.944,0.514,0.958
"166","Particles",0.011,0.706,0.154,2294,1390,111.388,0.105,1.388,0.72,0.948
"167","Particles",0.006,0.836,0.097,2857,2039,16.128,0.082,1.142,0.876,0.988
"168","Particles",0.0005967,0.81,0.03,3487,1610,98.746,0.027,1.091,0.916,0.967
"169","Particles",0.0007754,0.898,0.034,1798,2080,49.467,0.03,1.146,0.872,0.982
"170","Particles",3.6e-05,0.966,0.007,2849,1434,124.509,0.006,1.06,0.943,0.953
"171","Particles",0.0008402,0.863,0.04,2640,1483,16.543,0.029,1.389,0.72,0.977
"172","Particles",0.0001444,0.849,0.017,2572,1163,31.185,0.011,1.479,0.676,0.958
"173","Particles",0.0003869,0.817,0.026,2858,1595,157.443,0.018,1.368,0.731,0.972
"220","Particles",0.001,0.683,0.056,2863,1626,132.558,0.028,1.901,0.526,0.951
"174","Particles",0.002,0.822,0.054,2632,1965,122.593,0.037,1.44,0.694,0.978
"175","Fragments",0.012,0.514,0.158,2551,1928,159.587,0.114,1.38,0.725,0.934
"221","Fragments",5.625e-07,0.393,0.002,2606,1969,135,0.0005303,5.568,0.18,0.571
"312","Particles",4.219e-07,1,0.001,2628,2001,135,0.00075,1.464,0.683,0.857
"47","Particles",4.219e-07,0.809,0.001,2645,2026,108.435,0.000375,3,0.333,1
"53","Particles",5.625e-07,0.698,0.001,2668,2080,123.69,0.00075,1.637,0.611,0.727
"176","Particles",0.003,0.721,0.076,3265,2127,75.759,0.052,1.447,0.691,0.97
"177","Particles",0.0002028,0.865,0.02,3068,1625,174.508,0.013,1.479,0.676,0.967
"178","Particles",0.0001418,0.924,0.015,2700,1899,116.565,0.013,1.186,0.843,0.966
"179","Particles",0.0005799,0.712,0.03,2291,1346,127.304,0.027,1.08,0.926,0.953
"222","Particles",4.219e-07,0.809,0.001,2348,1392,108.435,0.000375,3,0.333,1
"313","Particles",4.219e-07,1,0.001,2346,1400,45,0.00075,1.464,0.683,0.857
"180","Particles",0.0002142,0.802,0.022,1944,138,98.82,0.012,1.833,0.546,0.967
"181","Particles",8.452e-05,0.897,0.013,3276,2071,53.471,0.009,1.391,0.719,0.953
"182","Particles",0.002,0.718,0.065,2204,1006,69.905,0.036,1.826,0.548,0.972
"183","Particles",0.0004358,0.895,0.027,2785,1284,110.462,0.021,1.257,0.796,0.976
"223","Particles",0.0002658,0.864,0.021,3360,2971,30.256,0.017,1.245,0.803,0.961
"184","Particles",0.000673,0.896,0.032,3006,3940,171.304,0.028,1.168,0.856,0.979
"185","Particles",0.0001375,0.901,0.015,2435,1778,167.32,0.012,1.317,0.759,0.963
"186","Fragments",0.000717,0.564,0.044,2917,696,12.74,0.025,1.775,0.563,0.867
"224","Particles",0.0006477,0.711,0.036,2917,696,19.933,0.024,1.472,0.679,0.944
"314","Particles",6.666e-05,0.815,0.01,3015,686,70.907,0.009,1.096,0.912,0.932
"187","Particles",0.0007339,0.864,0.036,3141,187,112.249,0.027,1.312,0.762,0.979
"188","Fragments",0.001,0.576,0.051,2640,2115,100.229,0.037,1.371,0.729,0.952
"189","Particles",0.005,0.755,0.083,2990,2424,31.54,0.069,1.182,0.846,0.977
"190","Particles",0.002,0.835,0.06,2226,1523,102.995,0.041,1.474,0.679,0.984
"191","Fragments",0.0001513,0.529,0.02,3123,1164,7.524,0.011,1.838,0.544,0.877
"225","Particles",0.0001463,0.64,0.019,3127,1157,171.87,0.011,1.768,0.566,0.919
"315","Particles",5.625e-07,1,0.001,3132,1170,135,0.00075,1,1,1
"48","Particles",0.0001124,0.929,0.014,3181,1892,104.421,0.011,1.229,0.814,0.965
"54","Particles",2.447e-05,0.938,0.006,2306,3306,25.017,0.006,1.065,0.939,0.933
"192","Particles",0.000154,0.627,0.018,2098,3245,29.745,0.012,1.486,0.673,0.905
"226","Particles",1.125e-06,0.645,0.002,2134,3242,59.036,0.001,2.648,0.378,0.762
"193","Particles",0.0007491,0.875,0.034,3342,1784,75.353,0.029,1.169,0.856,0.977
"194","Particles",0.0004054,0.717,0.028,2572,1263,121.097,0.02,1.47,0.68,0.938
"195","Particles",0.0003239,0.902,0.021,3174,1199,111.615,0.02,1.064,0.94,0.967
"196","Particles",0.0001697,0.846,0.018,1748,2358,106.928,0.013,1.426,0.701,0.959
"197","Particles",6.019e-05,0.913,0.01,2562,1965,111.038,0.007,1.357,0.737,0.955
"227","Particles",0.002,0.886,0.057,3206,2168,98.344,0.052,1.053,0.95,0.986
"316","Particles",1.927e-05,0.974,0.006,1745,2642,151.699,0.005,1.116,0.896,0.938
"49","Particles",0.0005918,0.885,0.03,3064,3621,159.274,0.027,1.084,0.922,0.971
"198","Particles",0.001,0.774,0.045,3222,1265,36.486,0.032,1.379,0.725,0.97
"199","Particles",0.0008547,0.685,0.036,2473,2390,142.651,0.033,1.035,0.967,0.958
"1100","Particles",0.0007116,0.84,0.038,3609,2160,79.136,0.025,1.499,0.667,0.979
"1101","Particles",0.0004181,0.774,0.026,2362,2164,108.435,0.022,1.161,0.861,0.957
"1102","Particles",9.506e-05,0.927,0.012,3221,1230,57.265,0.01,1.212,0.825,0.96
"1103","Particles",0.0006713,0.797,0.04,3890,2030,123.092,0.021,1.903,0.525,0.978
"1104","Particles",0.0005632,0.803,0.035,2381,3549,98.043,0.02,1.755,0.57,0.972
