"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"1","Fibers",0.023,0.224,0.249,2233,1274,129.551,0.138,1.841,0.543,0.861
"2","Fibers",0.041,0.073,0.428,2105,2104,125.473,0.274,1.523,0.656,0.547
"3","Fibers",0.013,0.192,0.193,2457,3523,64.283,0.103,1.871,0.535,0.881
"4","Fragments",4.078e-06,0.492,0.004,2594,1632,29.055,0.002,1.821,0.549,0.624
"5","Fragments",3.445e-05,0.598,0.008,2316,2065,104.036,0.007,1.113,0.898,0.864
"6","Fragments",1.969e-06,0.571,0.003,2148,2172,171.87,0.002,1.721,0.581,0.683
"7","Fragments",1.547e-06,0.547,0.003,2423,2278,171.87,0.00075,3.453,0.29,0.846
"8","Fragments",7.031e-07,0.599,0.002,2365,2404,168.69,0.000375,5,0.2,1
"9","Fragments",7.031e-07,0.572,0.002,2497,2792,45,0.001,1.553,0.644,0.714
"10","Fragments",1.547e-06,0.509,0.003,2697,3010,105.945,0.001,3.064,0.326,0.733
"11","Fragments",1.688e-06,0.597,0.002,2421,3237,108.435,0.001,2.23,0.449,0.75
"12","Fragments",2.391e-06,0.527,0.003,2655,3348,104.036,0.001,2.902,0.345,0.756
"13","Fragments",0.002,0.341,0.067,2502,3752,56.489,0.043,1.544,0.648,0.908
"14","Particles",4.219e-07,0.967,0.001,2421,1228,161.565,0.000375,3,0.333,1
"15","Particles",5.625e-07,1,0.001,2392,1229,135,0.00075,1,1,1
"16","Particles",4.219e-07,1,0.001,2431,1229,135,0.00075,1.464,0.683,0.857
"17","Particles",4.219e-07,0.967,0.001,2448,1231,161.565,0.000375,3,0.333,1
"18","Particles",2.531e-06,0.755,0.003,2483,1259,63.435,0.002,1.591,0.629,0.818
"19","Particles",1.125e-06,0.71,0.002,2244,1269,30.964,0.001,2.75,0.364,0.762
"20","Particles",4.219e-07,1,0.001,2544,1279,135,0.00075,1.464,0.683,0.857
"21","Particles",2.531e-06,0.755,0.003,2681,1363,123.69,0.002,1.578,0.634,0.818
"22","Particles",1.266e-06,1,0.002,2690,1378,116.565,0.001,1.34,0.746,0.857
"23","Particles",1.406e-06,1,0.002,2691,1383,153.435,0.001,1.327,0.753,0.909
"24","Particles",1.125e-06,1,0.002,2283,1431,45,0.001,1.229,0.814,0.941
"25","Particles",8.438e-07,1,0.001,2289,1428,123.69,0.001,1.291,0.775,0.8
"26","Particles",1.266e-06,1,0.002,2298,1432,36.87,0.001,1.542,0.648,0.857
"27","Particles",4.219e-07,0.809,0.001,2294,1434,108.435,0.000375,3,0.333,1
"28","Particles",8.438e-07,1,0.002,2294,1442,45,0.001,1.809,0.553,0.8
"29","Particles",1.406e-06,0.887,0.002,2293,1447,153.435,0.002,1.09,0.917,0.8
"30","Particles",4.219e-07,1,0.001,2315,1479,45,0.00075,1.464,0.683,0.857
"31","Particles",1.266e-06,0.799,0.002,2353,1509,116.565,0.001,1.192,0.839,0.75
"32","Particles",4.219e-07,1,0.001,2349,1553,135,0.00075,1.464,0.683,0.857
"33","Particles",1.969e-06,0.993,0.002,2511,1610,30.964,0.002,1.601,0.625,0.848
"34","Particles",2.672e-06,1,0.002,2724,1607,128.66,0.002,1.204,0.83,0.884
"35","Particles",2.953e-06,0.635,0.003,2426,1611,165.964,0.002,1.968,0.508,0.75
"36","Particles",3.516e-06,0.821,0.003,2719,1611,156.801,0.002,1.368,0.731,0.781
"37","Particles",1.828e-06,1,0.002,2548,1629,36.87,0.002,1.159,0.863,0.897
